sim_year,agent_gender,agent_race,albumin_scenario,eGFR_stage,age_group,mortality_rate
1990,male,chinese,4,2,75-79,0.05878484264611431
1990,male,chinese,4,3.1,75-79,0.07054181117533717
1990,male,chinese,4,3.2,75-79,0.10581271676300577
1990,male,chinese,4,4,75-79,0.1881114964675658
1990,male,chinese,4,5,75-79,0.3468305716120745
1990,male,chinese,4,1,80-84,0.0886599597585513
1990,male,chinese,4,2,80-84,0.0886599597585513
1990,male,chinese,4,3.1,80-84,0.10639195171026156
1990,male,chinese,4,3.2,80-84,0.15958792756539233
1990,male,chinese,4,4,80-84,0.28371187122736413
1990,male,chinese,4,1,85+,0.13401914241960183
1990,male,chinese,4,2,85+,0.13401914241960183
1990,male,chinese,4,3.1,85+,0.16082297090352218
1990,male,chinese,4,3.2,85+,0.2412344563552833
1990,male,indian,0,1,0,0.0070999999999999
1990,male,indian,0,2,0,0.0070999999999999
1990,male,indian,0,1,1-4,0.0004
1990,male,indian,0,2,1-4,0.0004
1990,male,indian,0,1,10-14,0.00029981261711430356
1990,male,indian,0,2,10-14,0.00029981261711430356
1990,male,indian,0,3.1,10-14,0.00035977514053716427
1990,male,indian,0,1,15-19,0.0005
1990,male,indian,0,2,15-19,0.0005
1990,male,indian,0,1,20-24,0.0007989371124889282
1990,male,indian,0,2,20-24,0.0007989371124889282
1990,male,indian,0,3.1,20-24,0.0009587245349867138
1990,male,indian,0,1,25-29,0.0008
1990,male,indian,0,2,25-29,0.0008
1990,male,indian,0,1,30-34,0.0008996698459280997
1990,male,indian,0,2,30-34,0.0008996698459280997
1990,male,indian,0,3.1,30-34,0.0010796038151137197
1990,male,indian,0,1,35-39,0.0013986679352997143
1990,male,indian,0,2,35-39,0.0013986679352997143
1990,male,indian,0,3.1,35-39,0.0016784015223596572
1990,male,indian,0,1,40-44,0.0020950413223140498
1990,male,indian,0,2,40-44,0.0020950413223140498
1990,male,indian,0,3.1,40-44,0.0025140495867768593
1990,male,indian,0,1,45-49,0.003976109215017065
1990,male,indian,0,2,45-49,0.003976109215017065
1990,male,indian,0,3.1,45-49,0.0047713310580204775
1990,male,indian,0,3.2,45-49,0.007156996587030717
1990,male,indian,0,1,5-9,0.00019989748846745262
1990,male,indian,0,2,5-9,0.00019989748846745262
1990,male,indian,0,3.1,5-9,0.00023987698616094314
1990,male,indian,0,1,50-54,0.006743280815569972
1990,male,indian,0,2,50-54,0.006743280815569972
1990,male,indian,0,3.1,50-54,0.008091936978683966
1990,male,indian,0,1,55-59,0.011813953488372093
1990,male,indian,0,2,55-59,0.011813953488372093
1990,male,indian,0,3.1,55-59,0.014176744186046511
1990,male,indian,0,3.2,55-59,0.021265116279069768
1990,male,indian,0,1,60-64,0.020218077474892394
1990,male,indian,0,2,60-64,0.020218077474892394
1990,male,indian,0,3.1,60-64,0.024261692969870872
1990,male,indian,0,3.2,60-64,0.03639253945480631
1990,male,indian,0,1,65-69,0.029162122687439142
1990,male,indian,0,2,65-69,0.029162122687439142
1990,male,indian,0,3.1,65-69,0.034994547224926974
1990,male,indian,0,3.2,65-69,0.05249182083739046
1990,male,indian,0,1,70-74,0.044647512864494
1990,male,indian,0,2,70-74,0.044647512864494
1990,male,indian,0,3.1,70-74,0.053577015437392794
1990,male,indian,0,3.2,70-74,0.08036552315608919
1990,male,indian,0,1,75-79,0.06130566801619433
1990,male,indian,0,2,75-79,0.06130566801619433
1990,male,indian,0,3.1,75-79,0.0735668016194332
1990,male,indian,0,3.2,75-79,0.1103502024291498
1990,male,indian,0,4,75-79,0.19617813765182188
1990,male,indian,0,1,80-84,0.0945
1990,male,indian,0,2,80-84,0.0945
1990,male,indian,0,3.1,80-84,0.1134
1990,male,indian,0,1,85+,0.13770967741935486
1990,male,indian,0,2,85+,0.13770967741935486
1990,male,indian,0,3.1,85+,0.16525161290322582
1990,male,indian,1,1,0,0.0070999999999999
1990,male,indian,1,2,0,0.0070999999999999
1990,male,indian,1,1,1-4,0.0003995523223279239
1990,male,indian,1,2,1-4,0.0003995523223279239
1990,male,indian,1,3.1,1-4,0.0004794627867935087
1990,male,indian,1,1,10-14,0.0003
1990,male,indian,1,2,10-14,0.0003
1990,male,indian,1,1,15-19,0.0005
1990,male,indian,1,2,15-19,0.0005
1990,male,indian,1,1,20-24,0.0007996453900709219
1990,male,indian,1,2,20-24,0.0007996453900709219
1990,male,indian,1,3.1,20-24,0.0009595744680851064
1990,male,indian,1,1,25-29,0.0008
1990,male,indian,1,2,25-29,0.0008
1990,male,indian,1,1,30-34,0.0008980227023068473
1990,male,indian,1,2,30-34,0.0008980227023068473
1990,male,indian,1,3.1,30-34,0.0010776272427682168
1990,male,indian,1,3.2,30-34,0.001616440864152325
1990,male,indian,1,1,35-39,0.0013980028530670469
1990,male,indian,1,2,35-39,0.0013980028530670469
1990,male,indian,1,3.1,35-39,0.0016776034236804561
1990,male,indian,1,1,40-44,0.0020901060070671377
1990,male,indian,1,2,40-44,0.0020901060070671377
1990,male,indian,1,3.1,40-44,0.002508127208480565
1990,male,indian,1,1,45-49,0.003976109215017065
1990,male,indian,1,2,45-49,0.003976109215017065
1990,male,indian,1,3.1,45-49,0.0047713310580204775
1990,male,indian,1,1,5-9,0.0002
1990,male,indian,1,2,5-9,0.0002
1990,male,indian,1,1,50-54,0.006730804810360775
1990,male,indian,1,2,50-54,0.006730804810360775
1990,male,indian,1,3.1,50-54,0.00807696577243293
1990,male,indian,1,3.2,50-54,0.012115448658649395
1990,male,indian,1,1,55-59,0.011841491841491839
1990,male,indian,1,2,55-59,0.011841491841491839
1990,male,indian,1,3.1,55-59,0.014209790209790206
1990,male,indian,1,4,55-59,0.03789277389277389
1990,male,indian,1,1,60-64,0.020497454545454544
1990,male,indian,1,2,60-64,0.020497454545454544
1990,male,indian,1,3.1,60-64,0.024596945454545452
1990,male,indian,1,1,65-69,0.02865980861244019
1990,male,indian,1,2,65-69,0.02865980861244019
1990,male,indian,1,3.1,65-69,0.034391770334928226
1990,male,indian,1,3.2,65-69,0.051587655502392346
1990,male,indian,1,4,65-69,0.09171138755980862
1990,male,indian,1,1,70-74,0.04526869565217391
1990,male,indian,1,2,70-74,0.04526869565217391
1990,male,indian,1,3.1,70-74,0.05432243478260869
1990,male,indian,1,3.2,70-74,0.08148365217391303
1990,male,indian,1,1,75-79,0.057033898305084735
1990,male,indian,1,2,75-79,0.057033898305084735
1990,male,indian,1,3.1,75-79,0.06844067796610169
1990,male,indian,1,3.2,75-79,0.10266101694915253
1990,male,indian,1,5,75-79,0.33649999999999997
1990,male,indian,1,1,80-84,0.09071999999999998
1990,male,indian,1,2,80-84,0.09071999999999998
1990,male,indian,1,3.1,80-84,0.10886399999999997
1990,male,indian,1,3.2,80-84,0.16329599999999997
1990,male,indian,1,1,85+,0.13770967741935486
1990,male,indian,1,2,85+,0.13770967741935486
1990,male,indian,1,3.1,85+,0.16525161290322582
1990,male,indian,2,1,0,0.007084925690021131
1990,male,indian,2,2,0,0.007084925690021131
1990,male,indian,2,3.1,0,0.008501910828025358
1990,male,indian,2,1,1-4,0.0004
1990,male,indian,2,2,1-4,0.0004
1990,male,indian,2,1,10-14,0.00029962546816479397
1990,male,indian,2,2,10-14,0.00029962546816479397
1990,male,indian,2,3.1,10-14,0.0003595505617977528
1990,male,indian,2,1,15-19,0.0005
1990,male,indian,2,2,15-19,0.0005
1990,male,indian,2,1,20-24,0.0007989371124889282
1990,male,indian,2,2,20-24,0.0007989371124889282
1990,male,indian,2,3.1,20-24,0.0009587245349867138
1990,male,indian,2,1,25-29,0.0007997065297138665
1990,male,indian,2,2,25-29,0.0007997065297138665
1990,male,indian,2,3.1,25-29,0.0009596478356566397
1990,male,indian,2,1,30-34,0.0009
1990,male,indian,2,2,30-34,0.0009
1990,male,indian,2,1,35-39,0.0013993336506425511
1990,male,indian,2,2,35-39,0.0013993336506425511
1990,male,indian,2,3.1,35-39,0.0016792003807710612
1990,male,indian,2,1,40-44,0.0020950413223140498
1990,male,indian,2,2,40-44,0.0020950413223140498
1990,male,indian,2,3.1,40-44,0.0025140495867768593
1990,male,indian,2,1,45-49,0.003993144815766923
1990,male,indian,2,2,45-49,0.003993144815766923
1990,male,indian,2,3.1,45-49,0.004791773778920308
1990,male,indian,2,1,5-9,0.00019989748846745262
1990,male,indian,2,2,5-9,0.00019989748846745262
1990,male,indian,2,3.1,5-9,0.00023987698616094314
1990,male,indian,2,1,50-54,0.006737037037037036
1990,male,indian,2,2,50-54,0.006737037037037036
1990,male,indian,2,3.1,50-54,0.008084444444444444
1990,male,indian,2,1,55-59,0.011615853658536584
1990,male,indian,2,2,55-59,0.011615853658536584
1990,male,indian,2,3.1,55-59,0.0139390243902439
1990,male,indian,2,3.2,55-59,0.02090853658536585
1990,male,indian,2,4,55-59,0.03717073170731707
1990,male,indian,2,1,60-64,0.02004551920341394
1990,male,indian,2,2,60-64,0.02004551920341394
1990,male,indian,2,3.1,60-64,0.02405462304409673
1990,male,indian,2,3.2,60-64,0.0360819345661451
1990,male,indian,2,1,65-69,0.027756719184430026
1990,male,indian,2,2,65-69,0.027756719184430026
1990,male,indian,2,3.1,65-69,0.03330806302131603
1990,male,indian,2,3.2,65-69,0.04996209453197405
1990,male,indian,2,4,65-69,0.0888215013901761
1990,male,indian,2,1,70-74,0.044955958549222796
1990,male,indian,2,2,70-74,0.044955958549222796
1990,male,indian,2,3.1,70-74,0.05394715025906736
1990,male,indian,2,3.2,70-74,0.08092072538860103
1990,male,indian,2,1,75-79,0.06130566801619433
1990,male,indian,2,2,75-79,0.06130566801619433
1990,male,indian,2,3.1,75-79,0.0735668016194332
1990,male,indian,2,3.2,75-79,0.1103502024291498
1990,male,indian,2,4,75-79,0.19617813765182188
1990,male,indian,2,1,80-84,0.0972
1990,male,indian,2,2,80-84,0.0972
1990,male,indian,2,1,85+,0.13770967741935486
1990,male,indian,2,2,85+,0.13770967741935486
1990,male,indian,2,3.1,85+,0.16525161290322582
1990,male,indian,3,1,0,0.0070999999999999
1990,male,indian,3,2,0,0.0070999999999999
1990,male,indian,3,1,1-4,0.00039977603583426656
1990,male,indian,3,2,1-4,0.00039977603583426656
1990,male,indian,3,3.1,1-4,0.00047973124300111983
1990,male,indian,3,1,10-14,0.0003
1990,male,indian,3,2,10-14,0.0003
1990,male,indian,3,1,15-19,0.0005
1990,male,indian,3,2,15-19,0.0005
1990,male,indian,3,1,20-24,0.0007992910943730616
1990,male,indian,3,2,20-24,0.0007992910943730616
1990,male,indian,3,3.1,20-24,0.0009591493132476739
1990,male,indian,3,1,25-29,0.0007994132746607995
1990,male,indian,3,2,25-29,0.0007994132746607995
1990,male,indian,3,3.1,25-29,0.0009592959295929593
1990,male,indian,3,1,30-34,0.0008993399339933994
1990,male,indian,3,2,30-34,0.0008993399339933994
1990,male,indian,3,3.1,30-34,0.0010792079207920793
1990,male,indian,3,1,35-39,0.001397338403041825
1990,male,indian,3,2,35-39,0.001397338403041825
1990,male,indian,3,3.1,35-39,0.0016768060836501902
1990,male,indian,3,1,40-44,0.0020987581312832643
1990,male,indian,3,2,40-44,0.0020987581312832643
1990,male,indian,3,3.1,40-44,0.002518509757539917
1990,male,indian,3,1,45-49,0.003986313088109495
1990,male,indian,3,2,45-49,0.003986313088109495
1990,male,indian,3,3.1,45-49,0.0047835757057313934
1990,male,indian,3,1,5-9,0.0002
1990,male,indian,3,2,5-9,0.0002
1990,male,indian,3,1,50-54,0.006755803156917363
1990,male,indian,3,2,50-54,0.006755803156917363
1990,male,indian,3,3.1,50-54,0.008106963788300836
1990,male,indian,3,1,55-59,0.011732101616628176
1990,male,indian,3,2,55-59,0.011732101616628176
1990,male,indian,3,3.1,55-59,0.01407852193995381
1990,male,indian,3,3.2,55-59,0.021117782909930716
1990,male,indian,3,4,55-59,0.03754272517321016
1990,male,indian,3,1,60-64,0.02013142857142857
1990,male,indian,3,2,60-64,0.02013142857142857
1990,male,indian,3,3.1,60-64,0.024157714285714286
1990,male,indian,3,3.2,60-64,0.03623657142857143
1990,male,indian,3,4,60-64,0.06442057142857142
1990,male,indian,3,1,65-69,0.028469106463878326
1990,male,indian,3,2,65-69,0.028469106463878326
1990,male,indian,3,3.1,65-69,0.03416292775665399
1990,male,indian,3,3.2,65-69,0.05124439163498099
1990,male,indian,3,4,65-69,0.09110114068441065
1990,male,indian,3,1,70-74,0.04352759197324415
1990,male,indian,3,2,70-74,0.04352759197324415
1990,male,indian,3,3.1,70-74,0.05223311036789298
1990,male,indian,3,3.2,70-74,0.07834966555183948
1990,male,indian,3,4,70-74,0.13928829431438128
1990,male,indian,3,1,75-79,0.059616141732283454
1990,male,indian,3,2,75-79,0.059616141732283454
1990,male,indian,3,3.1,75-79,0.07153937007874014
1990,male,indian,3,3.2,75-79,0.10730905511811022
1990,male,indian,3,4,75-79,0.19077165354330705
1990,male,indian,3,1,80-84,0.08297560975609755
1990,male,indian,3,2,80-84,0.08297560975609755
1990,male,indian,3,3.1,80-84,0.09957073170731706
1990,male,indian,3,4,80-84,0.26552195121951216
1990,male,indian,3,1,85+,0.1423
1990,male,indian,3,2,85+,0.1423
1990,male,indian,4,1,0,0.0070999999999999
1990,male,indian,4,2,0,0.0070999999999999
1990,male,indian,4,1,1-4,0.0004
1990,male,indian,4,2,1-4,0.0004
1990,male,indian,4,1,10-14,0.0003
1990,male,indian,4,2,10-14,0.0003
1990,male,indian,4,1,15-19,0.0005
1990,male,indian,4,2,15-19,0.0005
1990,male,indian,4,1,20-24,0.0008
1990,male,indian,4,2,20-24,0.0008
1990,male,indian,4,1,25-29,0.0007994132746607995
1990,male,indian,4,2,25-29,0.0007994132746607995
1990,male,indian,4,3.1,25-29,0.0009592959295929593
1990,male,indian,4,1,30-34,0.0008983516483516483
1990,male,indian,4,2,30-34,0.0008983516483516483
1990,male,indian,4,3.1,30-34,0.001078021978021978
1990,male,indian,4,1,35-39,0.0014
1990,male,indian,4,2,35-39,0.0014
1990,male,indian,4,1,40-44,0.0020913376546847374
1990,male,indian,4,2,40-44,0.0020913376546847374
1990,male,indian,4,3.1,40-44,0.002509605185621685
1990,male,indian,4,3.2,40-44,0.0037644077784325276
1990,male,indian,4,1,45-49,0.003996569468267581
1990,male,indian,4,2,45-49,0.003996569468267581
1990,male,indian,4,3.1,45-49,0.004795883361921097
1990,male,indian,4,1,5-9,0.0002
1990,male,indian,4,2,5-9,0.0002
1990,male,indian,4,1,50-54,0.006768372093023256
1990,male,indian,4,2,50-54,0.006768372093023256
1990,male,indian,4,3.1,50-54,0.008122046511627908
1990,male,indian,4,1,55-59,0.011841491841491842
1990,male,indian,4,2,55-59,0.011841491841491842
1990,male,indian,4,3.1,55-59,0.01420979020979021
1990,male,indian,4,3.2,55-59,0.021314685314685316
1990,male,indian,4,1,60-64,0.02010271041369472
1990,male,indian,4,2,60-64,0.02010271041369472
1990,male,indian,4,3.1,60-64,0.024123252496433666
1990,male,indian,4,3.2,60-64,0.036184878744650505
1990,male,indian,4,1,65-69,0.02809521575984991
1990,male,indian,4,2,65-69,0.02809521575984991
1990,male,indian,4,3.1,65-69,0.03371425891181989
1990,male,indian,4,3.2,65-69,0.050571388367729835
1990,male,indian,4,4,65-69,0.08990469043151972
1990,male,indian,4,1,70-74,0.04281167763157894
1990,male,indian,4,2,70-74,0.04281167763157894
1990,male,indian,4,3.1,70-74,0.05137401315789473
1990,male,indian,4,3.2,70-74,0.0770610197368421
1990,male,indian,4,4,70-74,0.13699736842105262
1990,male,indian,4,1,75-79,0.06555194805194806
1990,male,indian,4,2,75-79,0.06555194805194806
1990,male,indian,4,3.1,75-79,0.07866233766233767
1990,male,indian,4,1,80-84,0.08952631578947369
1990,male,indian,4,2,80-84,0.08952631578947369
1990,male,indian,4,3.1,80-84,0.10743157894736842
1990,male,indian,4,3.2,80-84,0.16114736842105265
1990,male,indian,4,1,85+,0.13770967741935486
1990,male,indian,4,2,85+,0.13770967741935486
1990,male,indian,4,3.1,85+,0.16525161290322582
1990,male,malay,0,1,0,0.0070943245403676065
1990,male,malay,0,2,0,0.0070943245403676065
1990,male,malay,0,3.1,0,0.008513189448441127
1990,male,malay,0,1,1-4,0.0004
1990,male,malay,0,2,1-4,0.0004
1990,male,malay,0,1,10-14,0.0003
1990,male,malay,0,2,10-14,0.0003
1990,male,malay,0,1,15-19,0.0005
1990,male,malay,0,2,15-19,0.0005
1990,male,malay,0,1,20-24,0.0007998369343660823
1990,male,malay,0,2,20-24,0.0007998369343660823
1990,male,malay,0,3.1,20-24,0.0009598043212392987
1990,male,malay,0,1,25-29,0.0007997318585553881
1990,male,malay,0,2,25-29,0.0007997318585553881
1990,male,malay,0,3.1,25-29,0.0009596782302664656
1990,male,malay,0,1,30-34,0.0008994805694497885
1990,male,malay,0,2,30-34,0.0008994805694497885
1990,male,malay,0,3.1,30-34,0.001079376683339746
1990,male,malay,0,1,35-39,0.0013992537313432837
1990,male,malay,0,2,35-39,0.0013992537313432837
1990,male,malay,0,3.1,35-39,0.0016791044776119403
1990,male,malay,0,1,40-44,0.0020991910631741138
1990,male,malay,0,2,40-44,0.0020991910631741138
1990,male,malay,0,3.1,40-44,0.0025190292758089363
1990,male,malay,0,1,45-49,0.003980309423347398
1990,male,malay,0,2,45-49,0.003980309423347398
1990,male,malay,0,3.1,45-49,0.004776371308016877
1990,male,malay,0,3.2,45-49,0.007164556962025318
1990,male,malay,0,1,5-9,0.0002
1990,male,malay,0,2,5-9,0.0002
1990,male,malay,0,1,50-54,0.0067742749054224465
1990,male,malay,0,2,50-54,0.0067742749054224465
1990,male,malay,0,3.1,50-54,0.008129129886506936
1990,male,malay,0,1,55-59,0.01188284518828452
1990,male,malay,0,2,55-59,0.01188284518828452
1990,male,malay,0,3.1,55-59,0.014259414225941422
1990,male,malay,0,3.2,55-59,0.021389121338912135
1990,male,malay,0,1,60-64,0.020428571428571424
1990,male,malay,0,2,60-64,0.020428571428571424
1990,male,malay,0,3.1,60-64,0.02451428571428571
1990,male,malay,0,3.2,60-64,0.036771428571428566
1990,male,malay,0,1,65-69,0.02912903225806451
1990,male,malay,0,2,65-69,0.02912903225806451
1990,male,malay,0,3.1,65-69,0.034954838709677416
1990,male,malay,0,3.2,65-69,0.052432258064516124
1990,male,malay,0,4,65-69,0.09321290322580644
1990,male,malay,0,1,70-74,0.04396875
1990,male,malay,0,2,70-74,0.04396875
1990,male,malay,0,3.1,70-74,0.0527625
1990,male,malay,0,3.2,70-74,0.07914375
1990,male,malay,0,4,70-74,0.1407
1990,male,malay,0,1,75-79,0.06339855072463768
1990,male,malay,0,2,75-79,0.06339855072463768
1990,male,malay,0,3.1,75-79,0.07607826086956522
1990,male,malay,0,3.2,75-79,0.11411739130434782
1990,male,malay,0,1,80-84,0.08723076923076922
1990,male,malay,0,2,80-84,0.08723076923076922
1990,male,malay,0,3.1,80-84,0.10467692307692307
1990,male,malay,0,4,80-84,0.2791384615384615
1990,male,malay,0,1,85+,0.1283032786885246
1990,male,malay,0,2,85+,0.1283032786885246
1990,male,malay,0,3.1,85+,0.1539639344262295
1990,male,malay,0,3.2,85+,0.23094590163934428
1990,male,malay,1,1,0,0.0070999999999999
1990,male,malay,1,2,0,0.0070999999999999
1990,male,malay,1,1,1-4,0.00039991152399911523
1990,male,malay,1,2,1-4,0.00039991152399911523
1990,male,malay,1,3.1,1-4,0.0004798938287989383
1990,male,malay,1,1,10-14,0.0003
1990,male,malay,1,2,10-14,0.0003
1990,male,malay,1,1,15-19,0.0005
1990,male,malay,1,2,15-19,0.0005
1990,male,malay,1,1,20-24,0.0008
1990,male,malay,1,2,20-24,0.0008
1990,male,malay,1,1,25-29,0.0007997318585553881
1990,male,malay,1,2,25-29,0.0007997318585553881
1990,male,malay,1,3.1,25-29,0.0009596782302664656
1990,male,malay,1,1,30-34,0.0008994805694497885
1990,male,malay,1,2,30-34,0.0008994805694497885
1990,male,malay,1,3.1,30-34,0.001079376683339746
1990,male,malay,1,1,35-39,0.0014
1990,male,malay,1,2,35-39,0.0014
1990,male,malay,1,1,40-44,0.0020991910631741138
1990,male,malay,1,2,40-44,0.0020991910631741138
1990,male,malay,1,3.1,40-44,0.0025190292758089363
1990,male,malay,1,1,45-49,0.0039831104855735395
1990,male,malay,1,2,45-49,0.0039831104855735395
1990,male,malay,1,3.1,45-49,0.0047797325826882476
1990,male,malay,1,1,5-9,0.0002
1990,male,malay,1,2,5-9,0.0002
1990,male,malay,1,1,50-54,0.006752985543683217
1990,male,malay,1,2,50-54,0.006752985543683217
1990,male,malay,1,3.1,50-54,0.008103582652419861
1990,male,malay,1,3.2,50-54,0.012155373978629789
1990,male,malay,1,1,55-59,0.011792387543252594
1990,male,malay,1,2,55-59,0.011792387543252594
1990,male,malay,1,3.1,55-59,0.014150865051903112
1990,male,malay,1,3.2,55-59,0.021226297577854672
1990,male,malay,1,4,55-59,0.037735640138408306
1990,male,malay,1,1,60-64,0.02021201413427562
1990,male,malay,1,2,60-64,0.02021201413427562
1990,male,malay,1,3.1,60-64,0.024254416961130742
1990,male,malay,1,3.2,60-64,0.03638162544169612
1990,male,malay,1,1,65-69,0.02891582799634034
1990,male,malay,1,2,65-69,0.02891582799634034
1990,male,malay,1,3.1,65-69,0.034698993595608414
1990,male,malay,1,3.2,65-69,0.05204849039341262
1990,male,malay,1,1,70-74,0.04438485804416405
1990,male,malay,1,2,70-74,0.04438485804416405
1990,male,malay,1,3.1,70-74,0.053261829652996855
1990,male,malay,1,3.2,70-74,0.07989274447949528
1990,male,malay,1,4,70-74,0.14203154574132495
1990,male,malay,1,1,75-79,0.06139649122807017
1990,male,malay,1,2,75-79,0.06139649122807017
1990,male,malay,1,3.1,75-79,0.07367578947368421
1990,male,malay,1,3.2,75-79,0.1105136842105263
1990,male,malay,1,4,75-79,0.19646877192982454
1990,male,malay,1,1,80-84,0.091125
1990,male,malay,1,2,80-84,0.091125
1990,male,malay,1,3.1,80-84,0.10934999999999999
1990,male,malay,1,3.2,80-84,0.164025
1990,male,malay,1,1,85+,0.1057635135135135
1990,male,malay,1,2,85+,0.1057635135135135
1990,male,malay,1,3.2,85+,0.19037432432432433
1990,male,malay,1,4,85+,0.3384432432432432
1990,male,malay,2,1,0,0.0070999999999999
1990,male,malay,2,2,0,0.0070999999999999
1990,male,malay,2,1,1-4,0.0004
1990,male,malay,2,2,1-4,0.0004
1990,male,malay,2,1,10-14,0.0003
1990,male,malay,2,2,10-14,0.0003
1990,male,malay,2,1,15-19,0.0004998786702256733
1990,male,malay,2,2,15-19,0.0004998786702256733
1990,male,malay,2,3.1,15-19,0.0005998544042708079
1990,male,malay,2,1,20-24,0.0007995110024449878
1990,male,malay,2,2,20-24,0.0007995110024449878
1990,male,malay,2,3.1,20-24,0.0009594132029339854
1990,male,malay,2,1,25-29,0.0007997318585553881
1990,male,malay,2,2,25-29,0.0007997318585553881
1990,male,malay,2,3.1,25-29,0.0009596782302664656
1990,male,malay,2,1,30-34,0.0008998267898383371
1990,male,malay,2,2,30-34,0.0008998267898383371
1990,male,malay,2,3.1,30-34,0.0010797921478060046
1990,male,malay,2,1,35-39,0.0013981358189081223
1990,male,malay,2,2,35-39,0.0013981358189081223
1990,male,malay,2,3.1,35-39,0.0016777629826897468
1990,male,malay,2,1,40-44,0.0020991910631741138
1990,male,malay,2,2,40-44,0.0020991910631741138
1990,male,malay,2,3.1,40-44,0.0025190292758089363
1990,male,malay,2,1,45-49,0.0039831104855735395
1990,male,malay,2,2,45-49,0.0039831104855735395
1990,male,malay,2,3.1,45-49,0.0047797325826882476
1990,male,malay,2,1,5-9,0.0002
1990,male,malay,2,2,5-9,0.0002
1990,male,malay,2,1,50-54,0.006774274905422445
1990,male,malay,2,2,50-54,0.006774274905422445
1990,male,malay,2,3.1,50-54,0.008129129886506934
1990,male,malay,2,1,55-59,0.011924422673198043
1990,male,malay,2,2,55-59,0.011924422673198043
1990,male,malay,2,3.1,55-59,0.01430930720783765
1990,male,malay,2,1,60-64,0.020056100981767182
1990,male,malay,2,2,60-64,0.020056100981767182
1990,male,malay,2,3.1,60-64,0.024067321178120618
1990,male,malay,2,3.2,60-64,0.03610098176718093
1990,male,malay,2,4,60-64,0.06417952314165498
1990,male,malay,2,1,65-69,0.02852436823104693
1990,male,malay,2,2,65-69,0.02852436823104693
1990,male,malay,2,3.1,65-69,0.03422924187725632
1990,male,malay,2,3.2,65-69,0.051343862815884475
1990,male,malay,2,4,65-69,0.09127797833935018
1990,male,malay,2,1,70-74,0.04171979243884359
1990,male,malay,2,2,70-74,0.04171979243884359
1990,male,malay,2,3.1,70-74,0.050063750926612305
1990,male,malay,2,3.2,70-74,0.07509562638991846
1990,male,malay,2,4,70-74,0.1335033358042995
1990,male,malay,2,5,70-74,0.2461467753891772
1990,male,malay,2,1,75-79,0.053185410334346504
1990,male,malay,2,2,75-79,0.053185410334346504
1990,male,malay,2,3.1,75-79,0.0638224924012158
1990,male,malay,2,3.2,75-79,0.09573373860182371
1990,male,malay,2,4,75-79,0.1701933130699088
1990,male,malay,2,1,80-84,0.08365573770491803
1990,male,malay,2,2,80-84,0.08365573770491803
1990,male,malay,2,3.1,80-84,0.10038688524590164
1990,male,malay,2,3.2,80-84,0.15058032786885248
1990,male,malay,2,4,80-84,0.2676983606557377
1990,male,malay,2,1,85+,0.1423
1990,male,malay,2,2,85+,0.1423
1990,male,malay,3,1,0,0.0070999999999999
1990,male,malay,3,2,0,0.0070999999999999
1990,male,malay,3,1,1-4,0.00039991152399911523
1990,male,malay,3,2,1-4,0.00039991152399911523
1990,male,malay,3,3.1,1-4,0.0004798938287989383
1990,male,malay,3,1,10-14,0.0003
1990,male,malay,3,2,10-14,0.0003
1990,male,malay,3,1,15-19,0.0004997573993207181
1990,male,malay,3,2,15-19,0.0004997573993207181
1990,male,malay,3,3.1,15-19,0.0005997088791848616
1990,male,malay,3,1,20-24,0.00079967393519462
1990,male,malay,3,2,20-24,0.00079967393519462
1990,male,malay,3,3.1,20-24,0.0009596087222335438
1990,male,malay,3,1,25-29,0.0007994638968001341
1990,male,malay,3,2,25-29,0.0007994638968001341
1990,male,malay,3,3.1,25-29,0.0009593566761601608
1990,male,malay,3,1,30-34,0.0008993075591459897
1990,male,malay,3,2,30-34,0.0008993075591459897
1990,male,malay,3,3.1,30-34,0.0010791690709751876
1990,male,malay,3,1,35-39,0.001399626766195681
1990,male,malay,3,2,35-39,0.001399626766195681
1990,male,malay,3,3.1,35-39,0.0016795521194348172
1990,male,malay,3,1,40-44,0.0020983827493261456
1990,male,malay,3,2,40-44,0.0020983827493261456
1990,male,malay,3,3.1,40-44,0.0025180592991913744
1990,male,malay,3,1,45-49,0.003977512297962052
1990,male,malay,3,2,45-49,0.003977512297962052
1990,male,malay,3,3.1,45-49,0.004773014757554462
1990,male,malay,3,1,5-9,0.00019995851483094795
1990,male,malay,3,2,5-9,0.00019995851483094795
1990,male,malay,3,3.1,5-9,0.00023995021779713753
1990,male,malay,3,1,50-54,0.006761485210824416
1990,male,malay,3,2,50-54,0.006761485210824416
1990,male,malay,3,3.1,50-54,0.0081137822529893
1990,male,malay,3,1,55-59,0.011784232365145229
1990,male,malay,3,2,55-59,0.011784232365145229
1990,male,malay,3,3.1,55-59,0.014141078838174274
1990,male,malay,3,3.2,55-59,0.02121161825726141
1990,male,malay,3,1,60-64,0.02018348623853211
1990,male,malay,3,2,60-64,0.02018348623853211
1990,male,malay,3,3.1,60-64,0.024220183486238535
1990,male,malay,3,3.2,60-64,0.036330275229357806
1990,male,malay,3,4,60-64,0.06458715596330275
1990,male,malay,3,1,65-69,0.02891582799634035
1990,male,malay,3,2,65-69,0.02891582799634035
1990,male,malay,3,3.1,65-69,0.03469899359560842
1990,male,malay,3,3.2,65-69,0.05204849039341263
