0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,11,14,13,14,15,15,16,16,16,46,46,33,33,34,41,38,37,44,40,51,58,54,57,52,57,51,48,51,48,47,42,42
0,9,9,9,9,9,10,10,12,12,9,10,19,2,8,6,7,10,8,18,7,9,23,9,13,17,17,23,19,23,18,7,18,16
0,6,8,8,7,7,9,9,9,8,8,9,9,0,9,4,7,7,6,15,6,5,16,8,8,13,11,15,12,11,8,0,18,14
0,6,6,8,9,7,7,7,7,7,4,4,8,0,4,4,6,7,2,13,4,1,9,6,7,8,8,11,7,8,5,0,17,13
0,7,5,5,6,8,6,5,9,7,5,8,9,0,3,3,3,6,3,11,4,4,6,6,4,7,5,10,8,7,2,0,17,14
0,6,4,5,4,6,7,7,6,6,4,8,12,0,13,6,6,9,4,10,4,3,4,3,4,6,7,6,6,6,2,2,18,15
0,4,4,4,3,4,4,7,7,3,4,8,8,0,13,7,5,5,5,10,7,2,3,1,5,5,6,7,3,4,0,1,15,17
0,4,3,3,3,3,3,5,8,4,2,2,4,0,1,2,2,2,4,8,3,1,2,0,1,1,2,3,3,6,2,0,11,14
0,5,5,2,3,3,4,5,7,6,4,6,2,0,2,3,2,1,5,8,3,19,1,1,2,2,5,4,3,2,0,0,14,16
0,5,4,3,2,4,3,4,5,2,5,2,3,0,1,1,2,3,5,9,3,2,2,0,1,3,2,1,1,3,0,0,12,16
0,4,3,2,2,2,2,4,4,3,3,1,1,0,0,3,3,1,5,10,1,0,30,0,1,2,2,4,1,4,0,0,10,14
0,4,4,2,4,2,3,5,3,2,1,1,3,0,1,1,2,3,9,9,2,1,2,1,1,2,1,2,1,3,0,5,11,13
0,3,2,0,2,3,2,3,4,2,2,5,3,0,2,1,0,2,11,11,2,0,1,2,2,2,3,4,1,5,2,8,13,15
0,2,1,0,1,2,2,3,3,2,3,1,2,0,0,1,2,4,10,7,1,0,1,0,2,3,1,2,2,4,0,0,15,14
0,1,1,0,1,1,1,2,4,2,2,3,3,0,2,4,5,5,16,10,4,3,4,2,42,5,3,5,1,6,2,0,15,16
0,1,0,0,0,0,0,2,3,1,1,0,2,0,0,0,1,2,15,8,3,1,1,0,0,2,0,1,0,6,6,0,15,14
0,0,0,0,0,0,0,1,1,1,0,3,1,0,0,0,3,3,15,6,1,0,0,0,0,1,0,1,0,6,0,0,16,10
0,1,2,2,3,1,0,1,1,1,1,2,2,0,0,1,2,2,15,15,4,0,2,0,0,3,2,2,4,12,3,2,19,14
0,9,7,6,7,8,9,6,4,4,2,2,2,0,0,2,1,1,24,16,3,0,3,2,0,2,3,0,5,9,5,13,18,14
0,18,17,17,15,18,15,14,13,13,10,5,8,0,1,2,5,4,18,14,8,0,7,6,0,0,0,1,7,6,0,0,11,9
0,32,38,37,29,29,28,22,24,23,21,20,24,2,8,13,16,12,19,17,8,0,7,0,0,3,0,4,3,2,0,0,9,8
0,38,37,42,30,35,28,27,27,33,29,28,36,13,23,26,23,17,24,28,15,0,6,1,0,1,0,1,3,6,2,0,11,11
0,36,41,40,37,38,31,34,30,34,35,39,51,25,31,35,32,32,40,44,25,9,16,17,6,8,8,9,9,18,8,0,15,17
0,34,40,39,36,36,31,35,37,35,34,47,56,27,30,31,42,46,53,66,32,14,26,28,21,23,18,23,17,29,17,5,26,23
0,32,33,35,33,31,30,33,36,34,32,50,62,29,30,32,39,52,62,76,34,16,38,37,38,34,32,35,29,40,26,7,37,30
0,29,31,29,30,29,28,32,31,33,29,45,54,23,27,29,40,48,51,77,28,18,35,40,39,45,31,46,35,38,35,16,50,42
0,23,29,27,24,29,28,28,30,27,25,35,42,16,31,29,38,41,49,77,24,13,37,39,38,48,39,49,37,46,33,17,57,45
0,22,22,22,21,23,23,30,27,26,20,28,40,7,19,24,29,38,41,60,26,13,37,40,35,41,35,46,33,42,34,17,59,48
0,20,20,19,19,21,17,24,27,24,19,27,36,0,18,21,28,27,33,51,18,12,29,26,32,36,31,39,38,38,29,27,59,46
0,19,18,19,18,18,16,20,23,21,16,19,29,2,17,15,21,23,26,49,18,9,26,28,23,28,23,30,26,34,19,0,52,44
0,16,15,17,16,15,14,19,21,16,14,14,22,0,10,15,22,17,19,35,13,7,17,19,16,23,18,24,20,22,18,0,52,42
0,17,14,13,13,16,15,15,19,16,13,11,19,0,11,10,17,15,13,32,13,4,12,11,11,18,13,18,15,16,13,0,45,36
0,13,11,10,12,13,14,17,19,11,12,16,11,0,10,8,15,15,14,26,11,5,9,8,9,13,13,16,15,16,15,0,47,38
0,11,13,10,9,11,9,12,16,11,9,9,13,0,6,6,11,8,8,22,9,5,7,11,9,9,9,12,12,12,10,0,46,44
0,14,12,13,9,9,9,11,13,12,9,10,8,0,8,4,8,7,7,19,6,5,6,1,8,11,9,11,8,11,4,0,37,35
0,12,9,12,11,9,7,11,13,11,6,5,8,0,6,5,8,8,5,22,8,3,4,4,4,7,4,6,5,6,3,0,35,31
0,10,9,8,8,8,6,7,8,7,9,10,5,0,2,1,5,6,3,19,4,0,5,0,2,5,4,3,7,5,2,0,34,31
0,8,9,7,9,9,7,7,6,5,5,9,8,0,5,2,5,4,3,15,6,0,1,0,3,6,4,1,5,1,0,0,30,28
0,7,7,7,4,7,4,8,6,5,6,5,6,0,3,6,5,1,3,16,7,0,0,0,2,2,0,1,2,3,0,0,31,29
0,7,5,5,5,6,6,7,7,4,3,1,4,0,5,5,4,1,0,15,4,0,3,0,2,3,2,4,2,1,0,0,33,29
0,5,3,5,4,5,6,4,5,5,3,7,3,0,0,1,2,0,0,9,5,0,4,0,0,4,1,3,0,2,0,0,27,28
0,5,8,3,4,4,3,5,6,4,3,2,2,0,0,3,4,2,3,7,7,0,1,0,0,1,0,2,1,0,0,0,27,28
0,3,3,2,5,2,3,7,5,5,1,1,3,0,0,1,0,0,2,7,1,0,0,0,1,0,1,0,0,2,0,0,27,25
0,4,4,3,5,2,2,4,2,2,1,0,1,0,3,0,0,3,0,4,2,0,0,0,0,0,2,2,1,2,0,0,25,27
0,3,2,3,2,1,2,5,3,4,2,7,5,1,1,2,0,0,0,6,2,0,0,0,0,0,1,0,0,0,0,0,25,21
0,3,4,3,1,3,2,2,2,1,2,0,1,1,0,5,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,24,24
0,1,2,1,0,3,3,1,3,0,1,2,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,1,0,0,24,21
0,2,3,3,3,3,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,24
0,5,1,1,2,1,3,5,0,0,0,0,0,0,2,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,24,19
0,1,2,2,6,4,4,0,0,6,1,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,20,26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
