0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,3,3,4,3,7,7,13,8,5,11,4,5,5,5,5,5,5,4,4,5,6,4,3
0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,6,6,5,3,7,1,0,1,1,1,2,2,1,4,2,2,2,2,2
0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,5,5,4,3,6,2,0,1,1,4,1,1,2,2,2,1,1,2,2
0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,3,6,5,2,9,2,0,0,0,3,1,2,2,1,1,1,1,3,2
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,5,5,4,3,19,2,0,0,0,0,2,1,1,1,1,1,5,3,3
0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,5,5,4,2,5,1,0,0,0,2,1,0,1,1,0,6,1,1,1
0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,5,4,2,6,9,0,0,0,0,0,0,0,0,0,2,2,3,2
0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3,3,3,2,5,0,0,0,0,0,0,0,0,1,1,0,0,2,2
0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,2,3,3,2,4,0,10,0,0,0,0,0,0,1,0,1,6,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,1,1,3,0,0,11,0,0,0,0,0,0,0,0,0,2,1
0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,1,0,0,10,0,0,0,0,1,0,0,0,0,2
0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,8,0,0,0,1,0,0,4,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,13,0,0,0,0,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,1,0,0,1,1,2,2,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,2,1,3,2,3,1,0,0,0,0,0,0,0,10,0,0,0,0,0
0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,2,2,3,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,1,0,1,0,1,0,2,2,3,4,3,6,2,0,0,0,0,0,0,0,0,8,0,0,2,0
0,1,0,0,0,1,0,1,2,0,0,0,1,0,2,1,2,5,5,9,3,0,0,1,1,0,0,0,1,0,0,0,0,0
0,0,0,0,0,1,0,1,1,1,1,1,2,1,2,3,4,6,7,14,3,0,0,1,0,0,0,0,0,0,15,0,0,1
0,0,0,0,1,1,0,1,2,2,0,1,1,2,2,5,4,8,11,18,6,0,0,1,0,0,0,0,0,0,1,0,1,1
0,0,0,0,0,0,0,1,2,1,1,2,1,2,3,6,8,10,11,22,5,0,1,1,0,0,1,0,1,1,0,13,1,1
0,1,2,1,0,1,2,1,2,1,2,1,2,3,3,9,10,11,12,20,6,0,0,1,1,0,1,1,2,0,0,0,2,2
0,1,0,0,0,1,1,1,2,2,2,1,4,3,4,11,9,11,10,18,6,0,0,2,1,1,1,1,1,0,1,2,19,2
0,0,0,0,0,1,1,1,1,2,1,2,3,2,4,10,12,12,11,19,6,0,0,1,0,0,2,1,1,1,1,1,1,3
0,1,0,0,0,0,0,1,1,2,2,3,3,4,6,9,11,11,11,18,5,1,1,1,1,0,1,0,1,1,1,2,2,4
0,0,0,2,1,1,1,1,2,2,2,2,3,4,5,11,11,13,10,16,5,0,1,1,0,0,0,1,2,0,1,1,3,4
0,1,0,0,0,0,1,1,2,1,2,3,4,4,4,11,10,11,9,13,3,0,0,1,0,0,0,0,1,0,2,2,3,4
0,0,0,0,1,0,1,1,1,2,2,2,3,4,5,8,9,10,9,13,4,0,0,1,0,0,0,0,0,0,1,2,4,5
0,1,1,0,0,0,1,1,1,2,1,2,4,4,4,8,11,11,6,14,4,0,1,0,0,0,0,0,0,1,0,3,4,4
0,1,0,0,1,0,1,0,0,1,2,2,3,3,4,8,8,7,5,10,3,0,2,0,0,0,0,0,0,0,0,1,3,4
0,0,0,1,0,0,1,1,2,2,3,1,3,3,3,8,8,8,4,10,3,0,1,0,0,0,0,0,0,0,0,0,4,4
0,1,0,0,1,0,1,0,1,1,2,1,3,2,4,6,7,7,5,7,3,0,1,1,0,0,0,0,0,0,0,0,3,4
0,0,0,0,0,0,1,0,1,1,2,1,3,2,4,5,6,7,4,9,2,0,0,1,0,0,0,0,0,0,0,0,4,3
0,0,0,0,1,1,1,0,1,2,2,1,3,2,2,7,6,6,3,6,3,1,1,1,0,0,0,0,0,0,0,0,3,3
0,0,1,0,0,0,0,1,1,1,1,1,2,1,3,5,5,5,3,6,2,0,0,1,0,0,0,0,0,0,0,0,2,3
0,1,0,0,1,0,0,1,1,1,1,1,2,2,2,4,6,4,4,5,1,0,1,0,0,0,0,0,0,0,0,0,3,2
0,1,0,1,0,0,1,1,0,1,2,2,2,1,2,4,3,4,3,5,2,0,0,0,0,0,0,0,0,0,0,0,2,3
0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,3,3,4,2,4,0,0,0,1,0,0,0,0,0,0,0,0,2,2
0,0,1,0,1,0,1,1,1,2,2,1,1,1,2,3,3,3,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2,2
0,0,1,0,0,0,0,0,1,1,0,1,1,2,1,2,3,3,2,4,2,0,0,1,0,0,0,0,0,0,0,0,2,2
0,0,1,0,0,0,2,1,1,1,1,1,1,0,1,2,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,3,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2
