ethnicity,simulation,year,prevalence,ethnicity_label
0,49,-12,17.5000464537228,Chinese_Male
0,49,-11,17.556522065164412,Chinese_Male
0,49,-10,17.523218643009816,Chinese_Male
0,49,-9,17.59012777608762,Chinese_Male
0,49,-8,17.806278713629403,Chinese_Male
0,49,-7,18.027794375590293,Chinese_Male
0,49,-6,18.054935455692515,Chinese_Male
0,49,-5,18.448826143995614,Chinese_Male
0,49,-4,18.51412295276525,Chinese_Male
0,49,-3,18.612554978008795,Chinese_Male
0,49,-2,18.746839795319865,Chinese_Male
0,49,-1,18.93199918317337,Chinese_Male
0,50,-61,10.124291379448008,Chinese_Male
0,50,-60,10.65633262481207,Chinese_Male
0,50,-59,10.807248764415156,Chinese_Male
0,50,-58,10.909452044591205,Chinese_Male
0,50,-57,11.132241076653013,Chinese_Male
0,50,-56,11.151776103336921,Chinese_Male
0,50,-55,11.308558399736738,Chinese_Male
0,50,-54,11.426856575636556,Chinese_Male
0,50,-53,11.474257201179405,Chinese_Male
0,50,-52,11.7001583513616,Chinese_Male
0,50,-51,11.879362570788885,Chinese_Male
0,50,-50,12.025494220589824,Chinese_Male
0,50,-49,12.07809608881516,Chinese_Male
0,50,-48,12.325883078493503,Chinese_Male
0,50,-47,12.432534598987756,Chinese_Male
0,50,-46,12.663402083246877,Chinese_Male
0,50,-45,12.737603728079138,Chinese_Male
0,50,-44,12.915847345399092,Chinese_Male
0,50,-43,13.105913957255167,Chinese_Male
0,50,-42,13.148635063026834,Chinese_Male
0,50,-41,13.238129784837435,Chinese_Male
0,50,-40,13.569254617289554,Chinese_Male
0,50,-39,13.892365456821027,Chinese_Male
0,50,-38,14.075455670255396,Chinese_Male
0,50,-37,14.117367197935918,Chinese_Male
0,50,-36,14.26396491100881,Chinese_Male
0,50,-35,14.438031537119944,Chinese_Male
0,50,-34,14.7646461225872,Chinese_Male
0,50,-33,14.986043882273965,Chinese_Male
0,50,-32,15.200798291376353,Chinese_Male
0,50,-31,15.599840019475891,Chinese_Male
0,50,-30,15.949468409055317,Chinese_Male
0,50,-29,16.00613962472406,Chinese_Male
0,50,-28,15.946297691622712,Chinese_Male
0,50,-27,16.18292850281323,Chinese_Male
0,50,-26,16.364981589180633,Chinese_Male
0,50,-25,16.50799662575103,Chinese_Male
0,50,-24,16.72331395248529,Chinese_Male
0,50,-23,16.8506037873144,Chinese_Male
0,50,-22,16.901727260064074,Chinese_Male
0,50,-21,17.03214967010273,Chinese_Male
0,50,-20,17.102651042673177,Chinese_Male
0,50,-19,16.994781993455383,Chinese_Male
0,50,-18,17.142196449535735,Chinese_Male
0,50,-17,17.152213592927957,Chinese_Male
0,50,-16,17.219270598829358,Chinese_Male
0,50,-15,17.256267914807154,Chinese_Male
0,50,-14,17.291487689411248,Chinese_Male
0,50,-13,17.26399970517238,Chinese_Male
0,50,-12,17.2789267331884,Chinese_Male
0,50,-11,17.455288515616214,Chinese_Male
0,50,-10,17.61212098284374,Chinese_Male
0,50,-9,17.75935503498631,Chinese_Male
0,50,-8,17.949846860643184,Chinese_Male
0,50,-7,18.00466452073013,Chinese_Male
0,50,-6,18.233524216247694,Chinese_Male
0,50,-5,18.35875545808776,Chinese_Male
0,50,-4,18.431046760028483,Chinese_Male
0,50,-3,18.608556577369054,Chinese_Male
0,50,-2,18.726614485366987,Chinese_Male
0,50,-1,19.062691443741066,Chinese_Male
0,51,-61,10.04976978149203,Chinese_Male
0,51,-60,10.614858209342112,Chinese_Male
0,51,-59,10.629831453554681,Chinese_Male
0,51,-58,10.733172778508827,Chinese_Male
0,51,-57,10.820167739418764,Chinese_Male
0,51,-56,10.864729099390026,Chinese_Male
0,51,-55,11.089956044472652,Chinese_Male
0,51,-54,11.16138415014197,Chinese_Male
0,51,-53,11.315491041052393,Chinese_Male
0,51,-52,11.508352476749113,Chinese_Male
0,51,-51,11.589622020281839,Chinese_Male
0,51,-50,11.662525656260128,Chinese_Male
0,51,-49,11.793104915034348,Chinese_Male
0,51,-48,12.051549241860366,Chinese_Male
0,51,-47,12.350631077136317,Chinese_Male
0,51,-46,12.43930779765116,Chinese_Male
0,51,-45,12.641540285328864,Chinese_Male
0,51,-44,12.705164733737309,Chinese_Male
0,51,-43,12.938016039189348,Chinese_Male
0,51,-42,13.017168045781455,Chinese_Male
0,51,-41,13.144580843467802,Chinese_Male
0,51,-40,13.340516833966614,Chinese_Male
0,51,-39,13.565464293052884,Chinese_Male
0,51,-38,13.850159738508985,Chinese_Male
0,51,-37,13.927061794360373,Chinese_Male
0,51,-36,14.186029651647516,Chinese_Male
0,51,-35,14.423647445924805,Chinese_Male
0,51,-34,14.668401447234746,Chinese_Male
0,51,-33,14.857082288096668,Chinese_Male
0,51,-32,15.206050208326038,Chinese_Male
0,51,-31,15.464204357730363,Chinese_Male
0,51,-30,15.806782787241817,Chinese_Male
0,51,-29,15.83022902869757,Chinese_Male
0,51,-28,15.89149941776834,Chinese_Male
0,51,-27,16.19665157129134,Chinese_Male
0,51,-26,16.30992119481056,Chinese_Male
0,51,-25,16.47184395820063,Chinese_Male
0,51,-24,16.611169579544864,Chinese_Male
0,51,-23,16.855801382560333,Chinese_Male
0,51,-22,16.952221757905,Chinese_Male
0,51,-21,16.93764329092214,Chinese_Male
0,51,-20,17.17643751866622,Chinese_Male
0,51,-19,17.069072256124525,Chinese_Male
0,51,-18,17.138638870112775,Chinese_Male
0,51,-17,17.030528613864927,Chinese_Male
0,51,-16,17.136425033768575,Chinese_Male
0,51,-15,17.236312180254707,Chinese_Male
0,51,-14,17.3810524776545,Chinese_Male
0,51,-13,17.509075162615858,Chinese_Male
0,51,-12,17.435011241800918,Chinese_Male
0,51,-11,17.60526414457651,Chinese_Male
0,51,-10,17.676433313787427,Chinese_Male
0,51,-9,17.862032248250685,Chinese_Male
0,51,-8,17.86944869831547,Chinese_Male
0,51,-7,18.155008577321176,Chinese_Male
0,51,-6,18.274289042026595,Chinese_Male
0,51,-5,18.298055648019425,Chinese_Male
0,51,-4,18.48445288393069,Chinese_Male
0,51,-3,18.820471811275493,Chinese_Male
0,51,-2,18.849988876079525,Chinese_Male
0,51,-1,19.02185011231366,Chinese_Male
0,52,-61,10.118968408165438,Chinese_Male
0,52,-60,10.648556171911453,Chinese_Male
0,52,-59,10.634900519579267,Chinese_Male
0,52,-58,10.70337909973434,Chinese_Male
0,52,-57,10.86405305246733,Chinese_Male
0,52,-56,10.955627317306542,Chinese_Male
0,52,-55,11.120513362950426,Chinese_Male
0,52,-54,11.256030840970475,Chinese_Male
0,52,-53,11.413018825130415,Chinese_Male
0,52,-52,11.575261502776724,Chinese_Male
0,52,-51,11.662057157908599,Chinese_Male
0,52,-50,11.80728097655828,Chinese_Male
0,52,-49,11.905825304664072,Chinese_Male
0,52,-48,12.202539182953023,Chinese_Male
0,52,-47,12.438834869899406,Chinese_Male
0,52,-46,12.588703988048305,Chinese_Male
0,52,-45,12.794833013121856,Chinese_Male
0,52,-44,12.905814840081863,Chinese_Male
0,52,-43,13.001224667167069,Chinese_Male
0,52,-42,13.148635063026834,Chinese_Male
0,52,-41,13.34886118482598,Chinese_Male
0,52,-40,13.44826934346585,Chinese_Male
0,52,-39,13.71116881176097,Chinese_Male
0,52,-38,13.973887832172998,Chinese_Male
0,52,-37,14.108217899687094,Chinese_Male
0,52,-36,14.294776525174901,Chinese_Male
0,52,-35,14.52074006149199,Chinese_Male
0,52,-34,14.623843727164168,Chinese_Male
0,52,-33,14.987810479454474,Chinese_Male
0,52,-32,15.206050208326038,Chinese_Male
0,52,-31,15.599840019475891,Chinese_Male
0,52,-30,15.879865666707268,Chinese_Male
0,52,-29,15.87851821192053,Chinese_Male
0,52,-28,15.946297691622712,Chinese_Male
0,52,-27,16.097159324825032,Chinese_Male
0,52,-26,16.268625899033,Chinese_Male
0,52,-25,16.308296176425017,Chinese_Male
0,52,-24,16.51800348510205,Chinese_Male
0,52,-23,16.746651882395742,Chinese_Male
0,52,-22,16.79203231647862,Chinese_Male
0,52,-21,16.874639038135076,Chinese_Male
0,52,-20,17.0007554329685,Chinese_Male
0,52,-19,17.0390023879013,Chinese_Male
0,52,-18,17.241808673378635,Chinese_Male
0,52,-17,17.277477541963425,Chinese_Male
0,52,-16,17.28050427735254,Chinese_Male
0,52,-15,17.472152679510902,Chinese_Male
0,52,-14,17.33901186276481,Chinese_Male
0,52,-13,17.424312222447437,Chinese_Male
0,52,-12,17.466599773305834,Chinese_Male
0,52,-11,17.57151962806044,Chinese_Male
0,52,-10,17.706697940113873,Chinese_Male
0,52,-9,17.740340736233648,Chinese_Male
0,52,-8,18.020673813169985,Chinese_Male
0,52,-7,18.035504327210347,Chinese_Male
0,52,-6,18.198582937008638,Chinese_Male
0,52,-5,18.5937224648039,Chinese_Male
0,52,-4,18.431046760028483,Chinese_Male
0,52,-3,18.620551779288284,Chinese_Male
0,52,-2,18.726614485366987,Chinese_Male
0,52,-1,18.876863385746375,Chinese_Male
0,53,-61,10.145583264578288,Chinese_Male
0,53,-60,10.65633262481207,Chinese_Male
0,53,-59,10.731212774046382,Chinese_Male
0,53,-58,10.827519427961366,Chinese_Male
0,53,-57,10.922566803198752,Chinese_Male
0,53,-56,11.032173185025714,Chinese_Male
0,53,-55,11.247443762781186,Chinese_Male
0,53,-54,11.283732311456866,Chinese_Male
0,53,-53,11.374461329099569,Chinese_Male
0,53,-52,11.550728193233267,Chinese_Male
0,53,-51,11.719127266341806,Chinese_Male
0,53,-50,11.88722048179756,Chinese_Male
0,53,-49,12.00578489546779,Chinese_Male
0,53,-48,12.198285945175764,Chinese_Male
0,53,-47,12.428334418379992,Chinese_Male
0,53,-46,12.586629040959455,Chinese_Male
0,53,-45,12.653803703552303,Chinese_Male
0,53,-44,12.861671816686062,Chinese_Male
0,53,-43,12.953818196183779,Chinese_Male
0,53,-42,13.121568324182197,Chinese_Male
0,53,-41,13.387044426201342,Chinese_Male
0,53,-40,13.571145012193048,Chinese_Male
0,53,-39,13.789625091065325,Chinese_Male
0,53,-38,13.951727576591383,Chinese_Male
0,53,-37,14.267415689216637,Chinese_Male
0,53,-36,14.22952840105847,Chinese_Male
0,53,-35,14.598054551665857,Chinese_Male
0,53,-34,14.791380754629547,Chinese_Male
0,53,-33,15.130904851075858,Chinese_Male
0,53,-32,15.375862189699241,Chinese_Male
0,53,-31,15.7406924374424,Chinese_Male
0,53,-30,16.151316361864655,Chinese_Male
0,53,-29,16.125137969094922,Chinese_Male
0,53,-28,16.194602370025343,Chinese_Male
0,53,-27,16.428228351859474,Chinese_Male
0,53,-26,16.617915275818163,Chinese_Male
0,53,-25,16.874687968047926,Chinese_Male
0,53,-24,17.04766998498991,Chinese_Male
0,53,-23,17.15206431157851,Chinese_Male
0,53,-22,17.262153503273435,Chinese_Male
0,53,-21,17.282416563118012,Chinese_Male
0,53,-20,17.35387642522092,Chinese_Male
0,53,-19,17.452905279915097,Chinese_Male
0,53,-18,17.4161300651037,Chinese_Male
0,53,-17,17.39737303604023,Chinese_Male
0,53,-16,17.444394416929313,Chinese_Male
0,53,-15,17.38870142592794,Chinese_Male
0,53,-14,17.49072364693195,Chinese_Male
0,53,-13,17.510917835228216,Chinese_Male
0,53,-12,17.53906758087593,Chinese_Male
0,53,-11,17.60713883993851,Chinese_Male
0,53,-10,17.678324852932832,Chinese_Male
0,53,-9,17.73843930635838,Chinese_Male
0,53,-8,17.69333843797856,Chinese_Male
0,53,-7,18.04899674254544,Chinese_Male
0,53,-6,18.192759390468797,Chinese_Male
0,53,-5,18.327426523858943,Chinese_Male
0,53,-4,18.383574649893188,Chinese_Male
0,53,-3,18.474610155937622,Chinese_Male
0,53,-2,18.809538256173774,Chinese_Male
0,53,-1,18.801306922605676,Chinese_Male
1,0,-61,4.103978154949938,Chinese_Female
1,0,-60,4.3278995885630955,Chinese_Female
1,0,-59,4.226281075596145,Chinese_Female
1,0,-58,4.206221340934441,Chinese_Female
1,0,-57,4.3346431863387185,Chinese_Female
1,0,-56,4.361962171013598,Chinese_Female
1,0,-55,4.333760037239614,Chinese_Female
1,0,-54,4.397007845283707,Chinese_Female
1,0,-53,4.429092047309231,Chinese_Female
1,0,-52,4.444054486827962,Chinese_Female
1,0,-51,4.618469565967356,Chinese_Female
1,0,-50,4.554212275835786,Chinese_Female
1,0,-49,4.581818181818182,Chinese_Female
1,0,-48,4.721074594639483,Chinese_Female
1,0,-47,4.818362700252302,Chinese_Female
1,0,-46,4.941224158897446,Chinese_Female
1,0,-45,4.982965073419537,Chinese_Female
1,0,-44,5.070664816154192,Chinese_Female
1,0,-43,5.161896723701374,Chinese_Female
1,0,-42,5.170770007290674,Chinese_Female
1,0,-41,5.206317613018559,Chinese_Female
1,0,-40,5.403189066059225,Chinese_Female
1,0,-39,5.5652267547244305,Chinese_Female
1,0,-38,5.705024885315008,Chinese_Female
1,0,-37,5.805332071304623,Chinese_Female
1,0,-36,5.871846007110032,Chinese_Female
1,0,-35,6.00068716715341,Chinese_Female
1,0,-34,6.181236927576649,Chinese_Female
1,0,-33,6.3153288111629164,Chinese_Female
1,0,-32,6.494610040153952,Chinese_Female
1,0,-31,6.680777880672046,Chinese_Female
1,0,-30,6.976976477051392,Chinese_Female
1,0,-29,7.00817922018198,Chinese_Female
1,0,-28,6.9146260324878694,Chinese_Female
1,0,-27,7.025852281942327,Chinese_Female
1,0,-26,7.1707783887239875,Chinese_Female
1,0,-25,7.218934911242604,Chinese_Female
1,0,-24,7.36580694379068,Chinese_Female
1,0,-23,7.411439714007149,Chinese_Female
1,0,-22,7.4726709087942575,Chinese_Female
1,0,-21,7.410195565011046,Chinese_Female
1,0,-20,7.460187161385651,Chinese_Female
1,0,-19,7.51769305640332,Chinese_Female
1,0,-18,7.458334713892846,Chinese_Female
1,0,-17,7.577902503206035,Chinese_Female
1,0,-16,7.578623194470015,Chinese_Female
1,0,-15,7.589458617496001,Chinese_Female
1,0,-14,7.597014672781737,Chinese_Female
1,0,-13,7.658017864738409,Chinese_Female
1,0,-12,7.727366184634364,Chinese_Female
1,0,-11,7.717668991231099,Chinese_Female
1,0,-10,7.772264298772526,Chinese_Female
1,0,-9,7.889446357708511,Chinese_Female
1,0,-8,7.91455518018018,Chinese_Female
1,0,-7,7.996177126473398,Chinese_Female
1,0,-6,8.082247919747697,Chinese_Female
1,0,-5,8.158529126038932,Chinese_Female
1,0,-4,8.15792819134446,Chinese_Female
1,0,-3,8.188562823667683,Chinese_Female
1,0,-2,8.299749280341722,Chinese_Female
1,0,-1,8.299120784357836,Chinese_Female
1,1,-61,4.106655244418269,Chinese_Female
1,1,-60,4.296651216082496,Chinese_Female
1,1,-59,4.335362760020294,Chinese_Female
1,1,-58,4.3103234601561535,Chinese_Female
1,1,-57,4.3152379566293115,Chinese_Female
1,1,-56,4.342976481477087,Chinese_Female
1,1,-55,4.3360875130920515,Chinese_Female
1,1,-54,4.385604816639299,Chinese_Female
1,1,-53,4.382140541507367,Chinese_Female
1,1,-52,4.365088069490447,Chinese_Female
1,1,-51,4.4632268914810584,Chinese_Female
1,1,-50,4.471639389384091,Chinese_Female
1,1,-49,4.534025974025974,Chinese_Female
1,1,-48,4.579899101044283,Chinese_Female
1,1,-47,4.695288301778425,Chinese_Female
1,1,-46,4.746655857316579,Chinese_Female
1,1,-45,4.887330397880098,Chinese_Female
1,1,-44,4.988564614813222,Chinese_Female
1,1,-43,5.102432287270775,Chinese_Female
1,1,-42,5.075430430149739,Chinese_Female
1,1,-41,5.130756897218998,Chinese_Female
1,1,-40,5.312072892938496,Chinese_Female
1,1,-39,5.5131817447640925,Chinese_Female
1,1,-38,5.674914539754512,Chinese_Female
1,1,-37,5.7282080945119285,Chinese_Female
1,1,-36,5.783404144628458,Chinese_Female
1,1,-35,5.9439958769970795,Chinese_Female
1,1,-34,6.131923070382777,Chinese_Female
1,1,-33,6.298496911346383,Chinese_Female
1,1,-32,6.452956563754811,Chinese_Female
1,1,-31,6.637782775499406,Chinese_Female
1,1,-30,6.910386388985999,Chinese_Female
1,1,-29,6.967118877902966,Chinese_Female
1,1,-28,7.013615046330105,Chinese_Female
1,1,-27,7.149112848292193,Chinese_Female
1,1,-26,7.26971923507372,Chinese_Female
1,1,-25,7.296749614979331,Chinese_Female
1,1,-24,7.339836712168676,Chinese_Female
1,1,-23,7.370815729606759,Chinese_Female
1,1,-22,7.508565834557023,Chinese_Female
1,1,-21,7.519842893380248,Chinese_Female
1,1,-20,7.463470694467247,Chinese_Female
1,1,-19,7.634821914644406,Chinese_Female
1,1,-18,7.668731983698353,Chinese_Female
1,1,-17,7.669503522475559,Chinese_Female
1,1,-16,7.757711684268666,Chinese_Female
1,1,-15,7.7275406247368865,Chinese_Female
1,1,-14,7.784866895699707,Chinese_Female
1,1,-13,7.732879625691195,Chinese_Female
1,1,-12,7.778767733534371,Chinese_Female
1,1,-11,7.88683283850031,Chinese_Female
1,1,-10,7.901105597632106,Chinese_Female
1,1,-9,7.947135639739175,Chinese_Female
1,1,-8,8.000774211711711,Chinese_Female
1,1,-7,8.040423347846094,Chinese_Female
1,1,-6,8.158865349322026,Chinese_Female
1,1,-5,8.081171518008132,Chinese_Female
1,1,-4,8.06349091041171,Chinese_Female
1,1,-3,8.166525875050501,Chinese_Female
1,1,-2,8.218033243569504,Chinese_Female
1,1,-1,8.261627580001125,Chinese_Female
1,2,-61,4.130749049633239,Chinese_Female
1,2,-60,4.325295557523045,Chinese_Female
1,2,-59,4.279553526128868,Chinese_Female
1,2,-58,4.300408972611228,Chinese_Female
1,2,-57,4.385581914325911,Chinese_Female
1,2,-56,4.359588959821535,Chinese_Female
1,2,-55,4.375654602583498,Chinese_Female
1,2,-54,4.469987228607918,Chinese_Female
1,2,-53,4.505108770988441,Chinese_Female
1,2,-52,4.584439228761324,Chinese_Female
1,2,-51,4.635718752021389,Chinese_Female
1,2,-50,4.636785162287481,Chinese_Female
1,2,-49,4.67116883116883,Chinese_Female
1,2,-48,4.764672908838001,Chinese_Female
1,2,-47,4.824516420175996,Chinese_Female
1,2,-46,4.852047020672882,Chinese_Female
1,2,-45,5.002888964156921,Chinese_Female
1,2,-44,5.025705182086518,Chinese_Female
1,2,-43,5.075577380495664,Chinese_Female
1,2,-42,5.086646850989849,Chinese_Female
1,2,-41,5.16761578297488,Chinese_Female
1,2,-40,5.25740318906606,Chinese_Female
1,2,-39,5.432422246549775,Chinese_Female
1,2,-38,5.568642731893941,Chinese_Female
1,2,-37,5.635308758829819,Chinese_Female
1,2,-36,5.864909390444811,Chinese_Female
1,2,-35,5.968046727366432,Chinese_Female
1,2,-34,6.1149182920400635,Chinese_Female
1,2,-33,6.3271111410344885,Chinese_Female
1,2,-32,6.4379613122511214,Chinese_Female
1,2,-31,6.715504696388411,Chinese_Female
1,2,-30,6.843796300920609,Chinese_Female
1,2,-29,6.912919226094669,Chinese_Female
1,2,-28,6.945458676143648,Chinese_Female
1,2,-27,7.014499335041681,Chinese_Female
1,2,-26,7.1561805589346825,Chinese_Female
1,2,-25,7.3453838048147855,Chinese_Female
1,2,-24,7.406385430700061,Chinese_Female
1,2,-23,7.422814429639259,Chinese_Female
1,2,-22,7.492249959210312,Chinese_Female
1,2,-21,7.449472219949267,Chinese_Female
1,2,-20,7.563618453455918,Chinese_Female
1,2,-19,7.562235016579508,Chinese_Female
1,2,-18,7.5643616845034956,Chinese_Female
1,2,-17,7.569575137817896,Chinese_Female
1,2,-16,7.556864779821582,Chinese_Female
1,2,-15,7.567567567567568,Chinese_Female
1,2,-14,7.691786965425036,Chinese_Female
1,2,-13,7.69715014887282,Chinese_Female
1,2,-12,7.655404016174354,Chinese_Female
1,2,-11,7.747013740247187,Chinese_Female
1,2,-10,7.8210150605031785,Chinese_Female
1,2,-9,7.845742356170131,Chinese_Female
1,2,-8,7.89695945945946,Chinese_Female
1,2,-7,7.810342996708081,Chinese_Female
1,2,-6,7.934358462662367,Chinese_Female
1,2,-5,8.129744899794913,Chinese_Female
1,2,-4,8.027168879283728,Chinese_Female
1,2,-3,8.06919601865795,Chinese_Female
1,2,-2,8.138174389451203,Chinese_Female
1,2,-1,8.122902723881296,Chinese_Female
1,3,-61,4.093269797076618,Chinese_Female
1,3,-60,4.254986719441696,Chinese_Female
1,3,-59,4.180618975139523,Chinese_Female
1,3,-58,4.248357913000372,Chinese_Female
1,3,-57,4.176975694949789,Chinese_Female
1,3,-56,4.221942710681824,Chinese_Female
1,3,-55,4.291865471895729,Chinese_Female
1,3,-54,4.2761357416529835,Chinese_Female
1,3,-53,4.330717463724372,Chinese_Female
1,3,-52,4.404571278159205,Chinese_Female
1,3,-51,4.480476077535092,Chinese_Female
1,3,-50,4.573267557324638,Chinese_Female
1,3,-49,4.615064935064935,Chinese_Female
1,3,-48,4.721074594639483,Chinese_Female
1,3,-47,4.799901540481221,Chinese_Female
1,3,-46,4.888528577219295,Chinese_Female
1,3,-45,4.891315176027574,Chinese_Female
1,3,-44,5.017886115292139,Chinese_Female
1,3,-43,5.060231719481316,Chinese_Female
1,3,-42,5.124034920456882,Chinese_Female
1,3,-41,5.18051639298944,Chinese_Female
1,3,-40,5.312072892938496,Chinese_Female
1,3,-39,5.516771055795839,Chinese_Female
1,3,-38,5.568642731893941,Chinese_Female
1,3,-37,5.777286988834551,Chinese_Female
1,3,-36,5.844099540449146,Chinese_Female
1,3,-35,5.94056004123003,Chinese_Female
1,3,-34,6.069005390514735,Chinese_Female
1,3,-33,6.261466731750012,Chinese_Female
1,3,-32,6.452956563754811,Chinese_Female
1,3,-31,6.641090091281916,Chinese_Female
1,3,-30,6.947010937421965,Chinese_Female
1,3,-29,6.995039910652695,Chinese_Female
1,3,-28,6.974668549080701,Chinese_Female
1,3,-27,7.226961627039476,Chinese_Female
1,3,-26,7.195108105039496,Chinese_Female
1,3,-25,7.243252006160331,Chinese_Female
1,3,-24,7.312243341070299,Chinese_Female
1,3,-23,7.469938251543712,Chinese_Female
1,3,-22,7.505302659487681,Chinese_Female
1,3,-21,7.596759675967597,Chinese_Female
1,3,-20,7.690034477097357,Chinese_Female
1,3,-19,7.677714172591847,Chinese_Female
1,3,-18,7.773102282893212,Chinese_Female
1,3,-17,7.731126026347784,Chinese_Female
1,3,-16,7.774448926305923,Chinese_Female
1,3,-15,7.88246190115349,Chinese_Female
1,3,-14,7.896562812029312,Chinese_Female
1,3,-13,7.8451722671203745,Chinese_Female
1,3,-12,7.984373929134398,Chinese_Female
1,3,-11,7.881654353379824,Chinese_Female
1,3,-10,7.965526247061897,Chinese_Female
1,3,-9,8.004824921769838,Chinese_Female
1,3,-8,7.958544481981981,Chinese_Female
1,3,-7,7.980248486779229,Chinese_Female
1,3,-6,8.157083548634251,Chinese_Female
1,3,-5,8.154931097758428,Chinese_Female
1,3,-4,8.136134972667671,Chinese_Female
1,3,-3,8.094905792044662,Chinese_Female
1,3,-2,8.162317763952084,Chinese_Female
1,3,-1,8.22600903586225,Chinese_Female
1,4,-61,4.095946886544948,Chinese_Female
1,4,-60,4.294047185042445,Chinese_Female
1,4,-59,4.2338914256722475,Chinese_Female
1,4,-58,4.285537241293841,Chinese_Female
1,4,-57,4.242468345219037,Chinese_Female
1,4,-56,4.295512257635807,Chinese_Female
1,4,-55,4.308157802862795,Chinese_Female
1,4,-54,4.310344827586207,Chinese_Female
1,4,-53,4.424620475328102,Chinese_Female
1,4,-52,4.437473952049836,Chinese_Female
1,4,-51,4.448133853683779,Chinese_Female
1,4,-50,4.51610171285808,Chinese_Female
1,4,-49,4.563116883116883,Chinese_Female
1,4,-48,4.596507982643719,Chinese_Female
1,4,-47,4.660417222210826,Chinese_Female
1,4,-46,4.831779489258208,Chinese_Female
1,4,-45,4.821581558446733,Chinese_Female
1,4,-44,4.951424047539926,Chinese_Female
1,4,-43,4.948975677127292,Chinese_Female
1,4,-42,5.125904323930234,Chinese_Female
1,4,-41,5.090212122887525,Chinese_Female
1,4,-40,5.259225512528474,Chinese_Female
1,4,-39,5.491645878573608,Chinese_Female
1,4,-38,5.648346587789369,Chinese_Female
1,4,-37,5.775534171180173,Chinese_Female
1,4,-36,5.828492152952398,Chinese_Female
1,4,-35,5.957739220065281,Chinese_Female
1,4,-34,6.057102045674834,Chinese_Female
1,4,-33,6.30691286125465,Chinese_Female
1,4,-32,6.447958146586914,Chinese_Female
1,4,-31,6.723772985844688,Chinese_Female
1,4,-30,7.043566565116782,Chinese_Female
1,4,-29,7.049239562460993,Chinese_Female
1,4,-28,7.060675397173133,Chinese_Female
1,4,-27,7.1345162022770765,Chinese_Female
1,4,-26,7.212949897004201,Chinese_Female
1,4,-25,7.312961011591149,Chinese_Female
1,4,-24,7.36905322274343,Chinese_Female
1,4,-23,7.469938251543712,Chinese_Female
1,4,-22,7.531408060042422,Chinese_Female
1,4,-21,7.608215366991244,Chinese_Female
1,4,-20,7.516007223772779,Chinese_Female
1,4,-19,7.6084266789844435,Chinese_Female
1,4,-18,7.582585070077201,Chinese_Female
1,4,-17,7.5745715570507794,Chinese_Female
1,4,-16,7.510000502117261,Chinese_Female
1,4,-15,7.591142544413572,Chinese_Female
1,4,-14,7.6207077459425605,Chinese_Female
1,4,-13,7.695448745214802,Chinese_Female
1,4,-12,7.64341032143102,Chinese_Female
1,4,-11,7.672788786853553,Chinese_Female
1,4,-10,7.723513537041874,Chinese_Female
1,4,-9,7.793297554324075,Chinese_Female
1,4,-8,7.861768018018019,Chinese_Female
1,4,-7,7.946621358535981,Chinese_Female
1,4,-6,8.032357500489995,Chinese_Female
1,4,-5,8.149534055337675,Chinese_Female
1,4,-4,8.205146831810834,Chinese_Female
1,4,-3,8.225291071362985,Chinese_Female
1,4,-2,8.23846225276256,Chinese_Female
1,4,-1,8.37223253285342,Chinese_Female
1,5,-61,4.085238528671628,Chinese_Female
1,5,-60,4.2758189677620955,Chinese_Female
1,5,-59,4.337899543378995,Chinese_Female
1,5,-58,4.248357913000372,Chinese_Female
1,5,-57,4.244893998932713,Chinese_Female
1,5,-56,4.288392624059615,Chinese_Female
1,5,-55,4.298847899453043,Chinese_Female
1,5,-54,4.310344827586207,Chinese_Female
1,5,-53,4.317302747780982,Chinese_Female
1,5,-52,4.384829673824826,Chinese_Female
1,5,-51,4.437353112400009,Chinese_Female
1,5,-50,4.535156994346933,Chinese_Female
1,5,-49,4.594285714285714,Chinese_Female
1,5,-48,4.679552390640895,Chinese_Female
1,5,-47,4.754774261040799,Chinese_Female
1,5,-46,4.775030401297122,Chinese_Female
1,5,-45,4.797672889561873,Chinese_Female
1,5,-44,4.904509646773658,Chinese_Female
1,5,-43,4.975830583902401,Chinese_Female
1,5,-42,5.1146879030901236,Chinese_Female
1,5,-41,5.141814562945762,Chinese_Female
1,5,-40,5.317539863325741,Chinese_Female
1,5,-39,5.344484126271962,Chinese_Female
1,5,-38,5.524362811952036,Chinese_Female
1,5,-37,5.644072847101715,Chinese_Female
1,5,-36,5.684557357149051,Chinese_Female
1,5,-35,5.785947431712764,Chinese_Female
1,5,-34,6.118319247708606,Chinese_Female
1,5,-33,6.3355270909427555,Chinese_Female
1,5,-32,6.461287259034639,Chinese_Female
1,5,-31,6.750231512104776,Chinese_Female
1,5,-30,6.961993707236677,Chinese_Female
1,5,-29,7.045954735078672,Chinese_Female
1,5,-28,6.987650714830501,Chinese_Female
1,5,-27,7.142625450063251,Chinese_Female
1,5,-26,7.30702480009083,Chinese_Female
1,5,-25,7.361595201426603,Chinese_Female
1,5,-24,7.507020078235323,Chinese_Female
1,5,-23,7.6064348391290215,Chinese_Female
1,5,-22,7.758198727361723,Chinese_Female
1,5,-21,7.9224286064970135,Chinese_Female
1,5,-20,7.923165325890659,Chinese_Female
1,5,-19,7.887226355642807,Chinese_Female
1,5,-18,7.937112753056559,Chinese_Female
1,5,-17,7.8543710340922335,Chinese_Female
