parti,gen_thresh,diab_thresh,hyper_thresh,TP,FN,FP,TN,Total_Screened,NNS,sensitivity,specificity,Dist_to_Perfect
1.0,45,45,40,1180960,878597,847291,767827,3579436,3.030954477713047,0.5734048632788508,0.47539993981863865,0.6761572552420214
1.0,45,45,45,1180521,879036,846961,768157,3504930,2.968968785815754,0.5731917106445706,0.47560425925536093,0.6761332773748284
1.0,50,35,35,1179370,880187,845633,769485,3484192,2.9542823710964328,0.5726328525988841,0.476426490200716,0.6758490207445063
1.0,50,40,35,1179367,880190,845631,769487,3479936,2.9506811704923064,0.5726313959749597,0.4764277285003325,0.6758489825320693
1.0,50,40,40,1179299,880258,845574,769544,3430922,2.9092893320523463,0.5725983791660051,0.4764630200394027,0.6758425222474455
1.0,50,45,35,1179337,880220,845618,769500,3472559,2.9445010204886306,0.572616829735715,0.4764357774478397,0.6758519581696859
1.0,50,45,40,1179269,880288,845561,769557,3423545,2.9031077726964756,0.5725838129267604,0.47647106898690994,0.675845499045407
1.0,50,45,45,1178830,880727,845231,769887,3349039,2.840985553472511,0.5723706602924804,0.4766753884236322,0.6758220929062955
1.0,50,50,35,1179230,880327,845520,769598,3462486,2.936226181491312,0.5725648768157424,0.4764964541290482,0.6758378112173077
1.0,50,50,40,1179162,880395,845463,769655,3413472,2.894828700382136,0.5725318600067879,0.47653174566811835,0.6758313576644132
1.0,50,50,45,1178723,880834,845133,769985,3338966,2.8326977585064514,0.5723187073725078,0.4767360651048406,0.6758079857662886
1.0,50,50,50,1177519,882038,843871,771247,3231376,2.7442240847069135,0.571734115637489,0.47751743216285125,0.6755736091666876
1.0,55,35,35,1177016,882541,842920,772198,3348382,2.844805848008863,0.571489888359487,0.47810624363049636,0.6752732844675818
1.0,55,40,35,1177013,882544,842918,772200,3344126,2.841197166046594,0.5714884317355625,0.4781074819301128,0.6752732517683306
1.0,55,40,40,1176945,882612,842861,772257,3295112,2.7997162144365286,0.571455414926608,0.47814277346918305,0.6752669296494255
1.0,55,45,35,1176983,882574,842905,772213,3336749,2.8350018649377264,0.5714738654963178,0.4781155308776201,0.675276274619371
1.0,55,45,40,1176915,882642,842848,772270,3287735,2.7935194980096267,0.5714408486873633,0.4781508224166903,0.675269953661633
1.0,55,45,45,1176476,883081,842518,772600,3213229,2.731232086332403,0.5712276960530832,0.47835514185341255,0.6752473966352781
1.0,55,50,35,1176876,882681,842807,772311,3326676,2.826700519001152,0.5714219125763453,0.4781762075588285,0.675262354479653
1.0,55,50,40,1176808,882749,842750,772368,3277662,2.7852139006532926,0.5713888957673907,0.47821149909789873,0.6752560391030641
1.0,55,50,45,1176369,883188,842420,772698,3203156,2.7229177239454625,0.5711757431331107,0.478415818534621,0.6752335163721875
1.0,55,50,50,1175165,884392,841158,773960,3095566,2.6341543527930122,0.5705911513980919,0.47919718559263164,0.6750018746286949
1.0,55,55,35,1176658,882899,842604,772514,3315215,2.8174839248107775,0.5713160645711675,0.4783018949699031,0.6752324261221061
1.0,55,55,40,1176590,882967,842547,772571,3266201,2.7759890871076585,0.571283047762213,0.47833718650897333,0.6752261222105012
