albu,year,sim,overall,male,female,chinese,malay,indian,"(18, 29)","(30, 39)","(40, 49)","(50, 59)","(60, 69)","(70, 79)","(80, 200)"
0,1990,0,0.048481690371096946,0.045797643995035706,0.05118942550440262,0.04695921928520649,0.05485632866302541,0.052738043635312815,0.008721493636539828,0.017789991321955453,0.028308690948431303,0.06198385450496428,0.1793400286944046,0.32643051771117165,0.32917705735660846
0,1991,0,0.05163062408566623,0.04845657568238213,0.054821585375588726,0.049511425229825066,0.06008683516824314,0.05826615754490171,0.0089505772473732,0.018985350162581727,0.029237770193401593,0.06786285308225262,0.18991386496248958,0.3445287107258938,0.34294385432473445
0,1992,0,0.05172899602607826,0.04862176809961343,0.054838458846856654,0.049399837993077886,0.060571515427876574,0.06019605135993373,0.008786829555105508,0.018576590087940555,0.030084363559187137,0.0658729469018858,0.1874831400053952,0.34206349206349207,0.35327234342012664
0,1993,0,0.05211264927359854,0.04954586134013748,0.05467251561936231,0.04945193473641243,0.06194029850746269,0.06260140616549487,0.00890404157426103,0.018776519327787244,0.0309385177143985,0.06196508045190004,0.19006648416112631,0.3319640564826701,0.36100131752305664
0,1994,0,0.05207139195675474,0.049263756618706384,0.054858119150200564,0.049742871600550735,0.061333920963713824,0.060229824329679035,0.00880863989200135,0.018559884370277904,0.030188330871491875,0.05879903389689348,0.19057196731615336,0.32772898368883313,0.35918114143920593
0,1995,0,0.05371738554689997,0.051149720834557745,0.056256925396450566,0.051117695207571964,0.06372052654419211,0.06417525773195876,0.008271242053455466,0.01964859861647884,0.030388511347608668,0.060537742150968604,0.19048762911362,0.33742030407062285,0.3807531380753138
0,1996,0,0.05440391299673917,0.05171294626758024,0.05706095997721122,0.05198126230509855,0.06511196690914278,0.06196901549225387,0.008214981899192425,0.019577587038287204,0.029692641040044942,0.06200177147918512,0.19375736160188456,0.3367082646574052,0.3749271137026239
0,1997,0,0.05511126717289207,0.05288393489030432,0.057304643261608154,0.05236055312631789,0.06779065683175273,0.061935172912399084,0.008314330819154534,0.01959776392726338,0.030088837388953262,0.06049900640317951,0.1935596779838992,0.3360197000223864,0.3787450537026569
0,1998,0,0.05519530779683173,0.05281066629630916,0.05753630104301588,0.052538145699691785,0.06743125604532264,0.06294192650979483,0.007939868727503706,0.020180954825462012,0.029072793516246562,0.059954828553829304,0.19044898891808523,0.32517035775127767,0.39250275633958104
0,1999,0,0.056156655056966244,0.05366119659867423,0.05860157606517964,0.053748141174456796,0.06777822963264199,0.06254912970241437,0.008335099244190153,0.019930871854507867,0.02922276072518399,0.058090750661589106,0.19142202335479647,0.33137889203396687,0.37763371150729336
0,2000,0,0.056781472093832316,0.05486447119489695,0.05865862255520763,0.05433490749602953,0.06820601543784935,0.06339423288575831,0.00811682557686173,0.01977484092021537,0.029341129790122166,0.05821876140649714,0.18415841584158416,0.33102386451116245,0.3841719077568134
0,2001,0,0.05758528520477386,0.05610012828525377,0.05903508067753071,0.05504302819302251,0.070875366091767,0.06280245187654586,0.00784996270379711,0.01886730542065888,0.03018855196141262,0.05575415129151291,0.18193574057495274,0.33487854626367514,0.39336961900049483
0,2002,0,0.05891658981778866,0.05791238193481835,0.05989395413045524,0.05631375093788656,0.07265093199312933,0.06436258278145696,0.007486517172864036,0.01872315309702594,0.030088786583360737,0.05721045273685343,0.1861434108527132,0.3335704125177809,0.39582366589327145
0,2003,0,0.05898282537948072,0.05761905527250518,0.06030715445124235,0.057521855269548325,0.07083359428821945,0.05656061551258058,0.007040720040647456,0.019330284111775113,0.030297107114933542,0.056767451298701296,0.18156638013371537,0.3285739467653799,0.3860277653381102
0,2004,0,0.06051693820705538,0.059133840856682565,0.06185978040851377,0.059286170552539125,0.07369774132337638,0.055600241303036396,0.007221533299292436,0.018779026721410783,0.030630861312934098,0.05884310090783783,0.17942561640040633,0.33628614407487883,0.3791304347826087
0,2005,0,0.06083873427373237,0.05909203441232902,0.06253570247436938,0.06025009846396219,0.07277515111616494,0.05261652845295968,0.007328133502630147,0.017972148228074317,0.031085952817658594,0.058313528738667374,0.17640014738393514,0.33601514434453383,0.3729593972373378
0,2006,0,0.06279984504901814,0.06143509971854856,0.06412325752017609,0.06219456728954779,0.07530085290337657,0.0563136826783115,0.006748357307760611,0.01742889954738904,0.031923883446527496,0.060818906747097466,0.18272395694333243,0.3374674628693921,0.3821106316202432
0,2007,0,0.06376516747802079,0.06271128891775786,0.0647865962713368,0.06377509887796041,0.07530687981729946,0.05534217877094972,0.006289742880840475,0.017417518003684476,0.031453226613306656,0.06181673623534089,0.17937074278300358,0.3418931024186324,0.37865168539325844
0,2008,0,0.0649290714681283,0.06361785977220562,0.06619814734606626,0.06477747874430775,0.07929245019809163,0.05491837588949351,0.006066903532881947,0.017666543982333457,0.03172465629012558,0.05984378589478521,0.1790304396843292,0.342204223315013,0.38921946097304866
0,2009,0,0.06535646796083147,0.06475524475524476,0.06593718338399189,0.06602231023581992,0.0779744078410019,0.054664894033002266,0.0056026892908596125,0.017397808201359305,0.03170173403154495,0.059330178914682834,0.17381220129322464,0.34071946382163865,0.3994111874386654
0,2010,0,0.06745574102175013,0.06744630268383515,0.0674648372314783,0.06832042637669236,0.08138606483206473,0.05380277396738302,0.005873015873015873,0.01757616878291493,0.031400585808320995,0.06085025607965331,0.17673097251585623,0.34262018919269144,0.3813276750530464
0,2011,0,0.06876609677698435,0.0683076422058185,0.06920736087348335,0.06998957357696997,0.08192193444160717,0.05364387678437265,0.00637653435357883,0.01652731235969678,0.030450285570035658,0.06294433847754465,0.17253455068476017,0.3321078431372549,0.3949483352468427
0,2012,0,0.0706185263075139,0.07083539496382674,0.0704102340157723,0.07174013355505446,0.08412884782275767,0.05563354266715922,0.006404159533320652,0.0163054154934189,0.02991479962133165,0.06446051919956733,0.17194148161100425,0.33436458829128984,0.3937600860677784
0,2013,0,0.07274440700721635,0.0737737341772152,0.0717573274663025,0.07398189074368107,0.0867341822921889,0.05685960052485785,0.007127988393364032,0.01585147925077768,0.03087586641461878,0.0641644089076852,0.17788982867057038,0.32706810534864833,0.3923213831680651
0,2014,0,0.07514163855114903,0.07597918022121015,0.074339481555334,0.0764936594126168,0.08833957061256648,0.058848920863309354,0.007594699337417177,0.016050665147605805,0.03062743483356032,0.06456953642384106,0.17559961462400486,0.3311493614658523,0.40525554484088716
0,2015,0,0.07736977907801641,0.07871386930672727,0.07608401916226508,0.078499719972248,0.091221614293323,0.06275289273798537,0.007355223139469927,0.0160075329566855,0.029229886523014153,0.06548019881353215,0.18340754628544645,0.3246119733924612,0.41000679194023093
0,2016,0,0.07932888899903348,0.0809885063303986,0.07774467775920947,0.0802823879118157,0.09336000762122511,0.06543365559759003,0.007489597780859916,0.016485562438644595,0.02915086456257633,0.06601466992665037,0.1797520661157025,0.3309344904222669,0.4057217165149545
0,2017,0,0.08145673891631643,0.08397999222755707,0.07905176121971037,0.08275530022359681,0.09502368556821912,0.06647318960751797,0.007561147335231273,0.016341212744090443,0.02967501844663309,0.06698610141524401,0.17851560849913403,0.3252747252747253,0.40263543191800877
0,2018,0,0.08392689925993052,0.08563570136531456,0.08230064496350709,0.08541651541917737,0.09757337647330715,0.06817097279978185,0.007200443104191027,0.016401792991035044,0.028367879823345477,0.06682122780830184,0.17951733928209287,0.3272278971468827,0.4049407114624506
0,2019,0,0.0866732689806584,0.08906223212755014,0.08440364837824003,0.08794528628251218,0.10091157702825888,0.07252421959095802,0.007432285350001555,0.01641481679593474,0.028962188254223652,0.06683927886459531,0.18077615210077458,0.3254306808859721,0.4080544317763884
0,2020,0,0.08922357000632204,0.09207828292020044,0.08651387769204193,0.09065473744111789,0.10151324085750316,0.07660083782166367,0.007512152010605391,0.016872441678591633,0.029598172634559085,0.06752018528645415,0.1823480432972523,0.31996939556235654,0.399077868852459
0,2021,0,0.09180012509883989,0.09433620189518468,0.08938083708059495,0.09338690669218784,0.10460288405732399,0.07790227408340515,0.00796812749003984,0.016788174704033175,0.02954248366013072,0.06570073251799026,0.1842625833394388,0.31739381681594914,0.39397842537433586
0,2022,0,0.09339159562569181,0.09691399180874369,0.09005092535088809,0.09526218306899718,0.10527011544901736,0.07951109681569636,0.007597184766164573,0.016888600194868465,0.028591667203297057,0.06450365692560492,0.18556443556443555,0.3213397000470778,0.391987431264729
0,2023,0,0.09552720390386282,0.10009631421926754,0.09121823700126276,0.09698545256554782,0.11010893246187364,0.08154560281018693,0.007798180424567601,0.016928236932033918,0.028086842860330922,0.06555220432522621,0.1861542749634172,0.32350374064837906,0.3877488514548239
0,2024,0,0.09876822495447296,0.10374155612334185,0.09408923769277208,0.1003086302152791,0.11490482151335953,0.08348794063079777,0.00705521472392638,0.01790417659601154,0.02776885003535386,0.06331147962463042,0.18736532475972226,0.3281640239298368,0.3946682121124312
0,2025,0,0.10205663323186827,0.1077030162412993,0.09675803958283437,0.10318080145581378,0.11981349987167422,0.08589368446720312,0.007700080136580607,0.017719857491093192,0.028926284629492583,0.06317724458204334,0.18875190001688905,0.3336916214327941,0.3865439093484419
0,2026,0,0.10464895952919671,0.1098893499308437,0.09974319687520232,0.10578386605783865,0.12210562093724774,0.09088178760211436,0.008051700391990676,0.01768754087129823,0.029309231762427373,0.06479740680713128,0.1878925564613123,0.33255943067682836,0.3850396878783802
0,2027,0,0.10771565282885118,0.11342842073883831,0.10237814675950722,0.10920160758202867,0.12659938347198177,0.09032143280749615,0.007666129321153502,0.01800403538724197,0.029142354206734687,0.06432843058024891,0.18908460101414465,0.33117134559535333,0.39829059829059826
0,2028,0,0.1100290665668421,0.11648612553791364,0.1040140358339093,0.11120069878384735,0.13009936690285523,0.092893935846406,0.007423580786026201,0.01786721835621591,0.0293063938288739,0.06425676770951531,0.19000300110040347,0.33052700125587237,0.3930087111905294
0,2029,0,0.11287123287671233,0.11947783172809043,0.10672701699468057,0.11390916735501827,0.13264369733878367,0.09659682833661304,0.00714548802946593,0.018352457172243115,0.02996278507586119,0.06549541402919519,0.18990190808922333,0.3318988703604088,0.3901414224226276
0,2030,0,0.1159872215619787,0.12282212202913655,0.10964691046658259,0.11727685818699361,0.1350701070272961,0.09873997709049255,0.0067907913883810305,0.017519294018040314,0.030499778298600115,0.06542987589222558,0.19203548813111646,0.33489137020687265,0.39100932994062765
0,2031,0,0.11829869376379303,0.12549744653506645,0.1116276640200585,0.11955510945134101,0.1377759438828141,0.10107258384881675,0.00682967323220889,0.018044565109426217,0.030448717948717948,0.06521459778977126,0.19098071176310785,0.33568447412353924,0.3895932382461701
0,2032,0,0.12067447175203816,0.1287016201620162,0.11325912298753807,0.12115834891837365,0.14308569553267425,0.10527500985193942,0.006833972436311174,0.01817074408689473,0.030037272527954396,0.06672678088367899,0.18930474025313018,0.33796164338938883,0.38623687664041995
0,2033,0,0.12363597211380582,0.13204561269613235,0.11588400219332277,0.12441688766777106,0.1450157226283334,0.10630932439977667,0.006470028544243577,0.01818181818181818,0.030091869258171363,0.06653480756136312,0.19036030554992225,0.34130426132972586,0.3884354789036033
0,2034,0,0.12566664162848343,0.13446827574620596,0.11757314850098355,0.1262041965424713,0.14627810698920368,0.1120226151543706,0.007064721969006381,0.017586243649412015,0.031226788809111165,0.06609947643979057,0.18850045686825273,0.341161300406377,0.3894486828846984
0,2035,0,0.1281745182012848,0.13738998177080422,0.11971288623271002,0.1285941380295516,0.15000605840300496,0.11145988215210088,0.00651776185394115,0.018036363636363635,0.031252892358004505,0.06583472536110838,0.18999525520233174,0.34102148045124403,0.395112016293279
0,2036,0,0.13097408534140303,0.14075183934521546,0.1220146921713472,0.13162311723531353,0.151228126505057,0.1152076257258683,0.007207759843576276,0.018213517323243562,0.030756927998031557,0.06779827959813514,0.19132539980223004,0.34447123665173957,0.39445122342816774
0,2037,0,0.13304251252095725,0.14270220711554374,0.12421306516229254,0.1335478857545012,0.15223118064979643,0.11981667394151026,0.006867283950617284,0.018373891718543672,0.031466388871867146,0.0676921036928993,0.1965875875195432,0.34361620795107034,0.3890743550834598
0,2038,0,0.13344147528387262,0.1426845502444263,0.12501147783502525,0.13344533869393924,0.15160662509433212,0.12299319727891156,0.006930114853027059,0.017635607130587472,0.03151338621715419,0.06820421841119653,0.19262741891523577,0.34079279004047963,0.38760273179766175
0,2039,0,0.1358319815589516,0.14576730538788035,0.12678999133669674,0.1358070964517741,0.1538157686838363,0.1267506242536098,0.006294751750727831,0.017615384615384616,0.03110108647309232,0.06817740369051473,0.19336454304905354,0.34345955910592213,0.3926875069037888
0,2040,0,0.1387052820005878,0.14956554929387728,0.12884048660609584,0.1389030245370268,0.15736918661791877,0.12604860096335985,0.007045056519662474,0.017399124178917737,0.03142590626909839,0.06784194920716773,0.194492312890691,0.3491234180889353,0.39573409548004657
0,2041,0,0.14034232448504005,0.15082835568578834,0.13084188492367388,0.13988639645710985,0.15900810906099425,0.13024641213105875,0.007370413629223891,0.017452285133681317,0.0321503404924044,0.06728404917771036,0.19791209162471704,0.3438509123448625,0.3979466748391051
0,2042,0,0.14127487648830256,0.15119534054224892,0.1323091361651773,0.14116599250380377,0.1587994542974079,0.13052187093980078,0.007127038453795047,0.01791498380453473,0.03259561380048141,0.06593231670433924,0.19413497680403644,0.34805275648756956,0.39633091034960194
0,2043,0,0.1428249327614252,0.15301548492257538,0.13363217710067088,0.14307535262165727,0.1582532207215973,0.13091184260310254,0.007316478335094708,0.017620614915308662,0.03330145501741922,0.06764266886849377,0.19518261106568546,0.343882834840405,0.39746676940859177
0,2044,0,0.14526696287371038,0.15572774060146105,0.13586073738085752,0.1451763737702465,0.16185374941779226,0.13538627768773637,0.007466340269277846,0.01826244708728079,0.03232032565974172,0.0697103274559194,0.19791344932907787,0.346073500967118,0.3992317061744589
0,2045,0,0.1460153353874047,0.15628208345691405,0.1367997460603516,0.1457384270744065,0.16266367087626868,0.1346987429562202,0.00774359186715806,0.017402513696422817,0.03317399273981957,0.06960396661018013,0.19405498281786943,0.34664858581944985,0.4002574594271528
0,2046,0,0.14791446459061713,0.1588457172993362,0.13811149266928502,0.14804811620517477,0.16267368502535123,0.13917638086937575,0.00823444955871796,0.01710712124268711,0.033483698243297756,0.07119396915762144,0.1950833218564936,0.35069349482320766,0.3991148843930636
0,2047,0,0.14976005745562967,0.1602110647710777,0.1404078518701802,0.15010997206937754,0.16346933261280736,0.1390555131421093,0.008464070448424742,0.017302302912148165,0.033783783783783786,0.07229216003988533,0.19846399777592438,0.348841721314656,0.401512101283944
0,2048,0,0.15216191854906996,0.1634881485855884,0.14204604215359795,0.15237409961803136,0.16545152952976122,0.14406176422274544,0.007837194197878329,0.01796086508753862,0.03334087651806593,0.0750764960095896,0.1990299611296481,0.35235173029867556,0.4023927247042204
0,2049,0,0.15331180740887176,0.16578499685395354,0.1421939263013585,0.15319211260657078,0.16833134086614476,0.14445361959812827,0.007713668620796051,0.018371503387505716,0.03311031703793811,0.07553212136895905,0.19885264265589464,0.3498473547938324,0.40278021399754427
0,2050,0,0.15474442886943854,0.16718055734668277,0.14368385381366977,0.15560470259573972,0.16745119222162202,0.14337056286630542,0.00756659950749944,0.018872661840398375,0.033084682874038575,0.07350147396003931,0.19960153981225096,0.3493804356191796,0.4062350328732529
0,1990,1,0.04845103809056727,0.045756953063009906,0.0511689004741282,0.04690751631874879,0.05374812000316631,0.054182921543129606,0.008753795464823308,0.017717674284061326,0.028729414593100133,0.061148742692771645,0.17962697274031564,0.3226158038147139,0.33915211970074816
