stage,ethnicity,age_group,year,prevalence,lower,upper
K2,mal,Overall,2040,6.57,6.24,6.9
K3a,mal,Overall,2040,1.73,1.66,1.79
K3b,mal,Overall,2040,1.78,1.69,1.87
K4,mal,Overall,2040,0.46,0.38,0.53
K5,mal,Overall,2040,0.25,0.14,0.35
K1,ind,Overall,2040,9.95,8.3,11.6
K2,ind,Overall,2040,11.3,10.23,12.37
K3a,ind,Overall,2040,4.34,4.32,4.35
K3b,ind,Overall,2040,3.05,2.87,3.23
K4,ind,Overall,2040,0.97,0.77,1.17
K5,ind,Overall,2040,0.89,0.54,1.23
K1,overall,18-30,2040,6.08,5.31,6.86
K2,overall,18-30,2040,0.57,0.52,0.62
K3a,overall,18-30,2040,0.05,0.05,0.04
K3b,overall,18-30,2040,0.0,0.0,0.0
K4,overall,18-30,2040,0.0,0.0,0.0
K5,overall,18-30,2040,0.0,0.0,0.0
K1,overall,31-40,2040,12.54,10.72,14.36
K2,overall,31-40,2040,1.98,1.84,2.12
K3a,overall,31-40,2040,0.15,0.15,0.15
K3b,overall,31-40,2040,0.01,0.01,0.01
K4,overall,31-40,2040,0.0,0.0,0.0
K5,overall,31-40,2040,0.0,0.0,0.0
K1,overall,41-50,2040,13.71,11.45,15.97
K2,overall,41-50,2040,3.76,3.54,3.98
K3a,overall,41-50,2040,0.56,0.54,0.58
K3b,overall,41-50,2040,0.13,0.12,0.15
K4,overall,41-50,2040,0.02,0.01,0.03
K5,overall,41-50,2040,0.01,0.0,0.01
K1,overall,51-60,2040,13.33,10.97,15.7
K2,overall,51-60,2040,6.41,5.88,6.94
K3a,overall,51-60,2040,1.88,1.79,1.97
K3b,overall,51-60,2040,0.79,0.69,0.9
K4,overall,51-60,2040,0.16,0.1,0.22
K5,overall,51-60,2040,0.1,0.04,0.15
K1,overall,61-70,2040,13.86,11.81,15.91
K2,overall,61-70,2040,11.6,10.78,12.43
K3a,overall,61-70,2040,4.68,4.51,4.85
K3b,overall,61-70,2040,3.22,2.96,3.49
K4,overall,61-70,2040,0.8,0.6,1.0
K5,overall,61-70,2040,0.58,0.29,0.88
K1,overall,71-80,2040,12.5,10.63,14.37
K2,overall,71-80,2040,16.54,15.16,17.92
K3a,overall,71-80,2040,7.4,7.36,7.44
K3b,overall,71-80,2040,7.78,7.45,8.11
K4,overall,71-80,2040,2.28,1.9,2.66
K5,overall,71-80,2040,1.67,0.98,2.35
K1,overall,80+,2040,11.75,9.94,13.55
K2,overall,80+,2040,21.06,19.03,23.09
K3a,overall,80+,2040,8.23,8.16,8.29
K3b,overall,80+,2040,10.47,10.13,10.8
K4,overall,80+,2040,3.03,2.67,3.4
K5,overall,80+,2040,1.33,0.84,1.82
K1,overall,Overall,2041,12.3,10.42,14.19
K2,overall,Overall,2041,7.99,7.38,8.6
K3a,overall,Overall,2041,2.85,2.81,2.89
K3b,overall,Overall,2041,2.56,2.44,2.68
K4,overall,Overall,2041,0.71,0.6,0.83
K5,overall,Overall,2041,0.45,0.26,0.63
K1,chn,Overall,2041,8.73,7.15,10.32
K2,chn,Overall,2041,8.47,7.65,9.3
K3a,chn,Overall,2041,3.84,3.81,3.87
K3b,chn,Overall,2041,3.48,3.33,3.63
K4,chn,Overall,2041,0.99,0.84,1.13
K5,chn,Overall,2041,0.55,0.32,0.77
K1,mal,Overall,2041,15.41,13.27,17.54
K2,mal,Overall,2041,6.78,6.44,7.11
K3a,mal,Overall,2041,1.74,1.69,1.79
K3b,mal,Overall,2041,1.81,1.71,1.91
K4,mal,Overall,2041,0.46,0.39,0.54
K5,mal,Overall,2041,0.25,0.15,0.36
K1,ind,Overall,2041,10.08,8.42,11.74
K2,ind,Overall,2041,11.6,10.46,12.73
K3a,ind,Overall,2041,4.44,4.41,4.46
K3b,ind,Overall,2041,3.08,2.95,3.21
K4,ind,Overall,2041,0.98,0.79,1.18
K5,ind,Overall,2041,0.92,0.55,1.28
K1,overall,18-30,2041,6.12,5.34,6.9
K2,overall,18-30,2041,0.58,0.53,0.63
K3a,overall,18-30,2041,0.05,0.05,0.05
K3b,overall,18-30,2041,0.0,0.0,0.0
K4,overall,18-30,2041,0.0,0.0,0.0
K5,overall,18-30,2041,0.0,0.0,0.0
K1,overall,31-40,2041,12.76,10.96,14.55
K2,overall,31-40,2041,2.03,1.89,2.17
K3a,overall,31-40,2041,0.15,0.15,0.15
K3b,overall,31-40,2041,0.01,0.01,0.01
K4,overall,31-40,2041,0.0,0.0,0.0
K5,overall,31-40,2041,0.0,0.0,0.0
K1,overall,41-50,2041,14.14,11.84,16.43
K2,overall,41-50,2041,3.95,3.71,4.18
K3a,overall,41-50,2041,0.58,0.56,0.6
K3b,overall,41-50,2041,0.13,0.11,0.15
K4,overall,41-50,2041,0.02,0.01,0.03
K5,overall,41-50,2041,0.01,0.01,0.01
K1,overall,51-60,2041,13.7,11.31,16.09
K2,overall,51-60,2041,6.66,6.13,7.18
K3a,overall,51-60,2041,1.9,1.8,2.0
K3b,overall,51-60,2041,0.81,0.71,0.92
K4,overall,51-60,2041,0.16,0.1,0.22
K5,overall,51-60,2041,0.1,0.05,0.15
K1,overall,61-70,2041,14.09,12.04,16.14
K2,overall,61-70,2041,11.84,10.96,12.72
K3a,overall,61-70,2041,4.72,4.55,4.89
K3b,overall,61-70,2041,3.3,3.03,3.57
K4,overall,61-70,2041,0.81,0.61,1.01
K5,overall,61-70,2041,0.61,0.32,0.91
K1,overall,71-80,2041,12.68,10.82,14.54
K2,overall,71-80,2041,16.73,15.37,18.09
K3a,overall,71-80,2041,7.44,7.39,7.48
K3b,overall,71-80,2041,7.73,7.4,8.06
K4,overall,71-80,2041,2.32,1.95,2.69
K5,overall,71-80,2041,1.69,0.99,2.39
K1,overall,80+,2041,11.89,10.05,13.74
K2,overall,80+,2041,21.3,19.25,23.35
K3a,overall,80+,2041,8.2,8.15,8.24
K3b,overall,80+,2041,10.51,10.16,10.86
K4,overall,80+,2041,3.02,2.66,3.37
K5,overall,80+,2041,1.34,0.85,1.83
K1,overall,Overall,2042,12.5,10.61,14.4
K2,overall,Overall,2042,8.19,7.58,8.81
K3a,overall,Overall,2042,2.88,2.84,2.93
K3b,overall,Overall,2042,2.6,2.49,2.71
K4,overall,Overall,2042,0.73,0.61,0.85
K5,overall,Overall,2042,0.46,0.27,0.64
K1,chn,Overall,2042,8.85,7.25,10.45
K2,chn,Overall,2042,8.69,7.85,9.52
K3a,chn,Overall,2042,3.91,3.88,3.93
K3b,chn,Overall,2042,3.53,3.39,3.68
K4,chn,Overall,2042,1.01,0.86,1.16
K5,chn,Overall,2042,0.56,0.34,0.78
K1,mal,Overall,2042,15.69,13.54,17.84
K2,mal,Overall,2042,6.96,6.63,7.3
K3a,mal,Overall,2042,1.74,1.69,1.8
K3b,mal,Overall,2042,1.83,1.74,1.92
K4,mal,Overall,2042,0.48,0.39,0.56
K5,mal,Overall,2042,0.26,0.15,0.37
K1,ind,Overall,2042,10.16,8.5,11.82
K2,ind,Overall,2042,11.82,10.69,12.95
K3a,ind,Overall,2042,4.5,4.48,4.52
K3b,ind,Overall,2042,3.17,3.07,3.27
K4,ind,Overall,2042,1.0,0.79,1.2
K5,ind,Overall,2042,0.91,0.55,1.28
K1,overall,18-30,2042,6.09,5.32,6.86
K2,overall,18-30,2042,0.58,0.53,0.63
K3a,overall,18-30,2042,0.05,0.05,0.05
K3b,overall,18-30,2042,0.0,0.0,0.0
K4,overall,18-30,2042,0.0,0.0,0.0
K5,overall,18-30,2042,0.0,0.0,0.0
K1,overall,31-40,2042,12.91,11.1,14.72
K2,overall,31-40,2042,2.06,1.91,2.21
K3a,overall,31-40,2042,0.15,0.15,0.14
K3b,overall,31-40,2042,0.01,0.02,0.01
K4,overall,31-40,2042,0.0,0.0,0.0
K5,overall,31-40,2042,0.0,0.0,0.0
K1,overall,41-50,2042,14.53,12.19,16.87
K2,overall,41-50,2042,4.12,3.87,4.36
K3a,overall,41-50,2042,0.59,0.58,0.6
K3b,overall,41-50,2042,0.13,0.11,0.16
K4,overall,41-50,2042,0.02,0.01,0.03
K5,overall,41-50,2042,0.01,0.0,0.01
K1,overall,51-60,2042,14.09,11.68,16.49
K2,overall,51-60,2042,6.9,6.4,7.4
K3a,overall,51-60,2042,1.94,1.84,2.04
K3b,overall,51-60,2042,0.84,0.73,0.94
K4,overall,51-60,2042,0.17,0.11,0.23
K5,overall,51-60,2042,0.11,0.06,0.16
K1,overall,61-70,2042,14.3,12.24,16.36
K2,overall,61-70,2042,12.08,11.18,12.98
K3a,overall,61-70,2042,4.73,4.59,4.87
K3b,overall,61-70,2042,3.35,3.07,3.63
K4,overall,61-70,2042,0.84,0.63,1.05
K5,overall,61-70,2042,0.63,0.33,0.93
K1,overall,71-80,2042,12.86,11.01,14.71
K2,overall,71-80,2042,16.9,15.53,18.28
K3a,overall,71-80,2042,7.44,7.37,7.5
K3b,overall,71-80,2042,7.75,7.43,8.07
K4,overall,71-80,2042,2.34,1.97,2.71
K5,overall,71-80,2042,1.72,1.03,2.4
K1,overall,80+,2042,11.97,10.1,13.85
K2,overall,80+,2042,21.55,19.48,23.62
K3a,overall,80+,2042,8.24,8.15,8.33
K3b,overall,80+,2042,10.49,10.24,10.73
K4,overall,80+,2042,3.02,2.62,3.42
K5,overall,80+,2042,1.31,0.85,1.78
K1,overall,Overall,2043,12.71,10.8,14.63
K2,overall,Overall,2043,8.4,7.78,9.03
K3a,overall,Overall,2043,2.92,2.87,2.96
K3b,overall,Overall,2043,2.65,2.53,2.76
K4,overall,Overall,2043,0.74,0.62,0.86
K5,overall,Overall,2043,0.47,0.29,0.66
K1,chn,Overall,2043,8.98,7.36,10.6
K2,chn,Overall,2043,8.89,8.04,9.74
K3a,chn,Overall,2043,3.96,3.93,3.98
K3b,chn,Overall,2043,3.61,3.46,3.76
K4,chn,Overall,2043,1.03,0.88,1.18
K5,chn,Overall,2043,0.57,0.35,0.79
K1,mal,Overall,2043,15.98,13.8,18.16
K2,mal,Overall,2043,7.16,6.82,7.5
K3a,mal,Overall,2043,1.76,1.7,1.83
K3b,mal,Overall,2043,1.85,1.76,1.94
K4,mal,Overall,2043,0.48,0.4,0.56
K5,mal,Overall,2043,0.26,0.16,0.37
K1,ind,Overall,2043,10.22,8.61,11.83
K2,ind,Overall,2043,12.05,10.91,13.2
K3a,ind,Overall,2043,4.56,4.52,4.61
K3b,ind,Overall,2043,3.21,3.13,3.29
K4,ind,Overall,2043,1.01,0.8,1.23
K5,ind,Overall,2043,0.97,0.61,1.33
K1,overall,18-30,2043,6.09,5.27,6.91
K2,overall,18-30,2043,0.6,0.55,0.64
K3a,overall,18-30,2043,0.05,0.05,0.05
K3b,overall,18-30,2043,0.0,0.0,0.0
K4,overall,18-30,2043,0.0,0.0,0.0
K5,overall,18-30,2043,0.0,0.0,0.0
K1,overall,31-40,2043,12.98,11.21,14.74
K2,overall,31-40,2043,2.08,1.93,2.23
K3a,overall,31-40,2043,0.15,0.16,0.15
K3b,overall,31-40,2043,0.01,0.01,0.01
K4,overall,31-40,2043,0.0,0.0,0.0
K5,overall,31-40,2043,0.0,0.0,0.0
K1,overall,41-50,2043,14.97,12.64,17.3
K2,overall,41-50,2043,4.29,4.04,4.54
K3a,overall,41-50,2043,0.61,0.59,0.62
K3b,overall,41-50,2043,0.14,0.11,0.16
K4,overall,41-50,2043,0.02,0.01,0.03
K5,overall,41-50,2043,0.01,0.0,0.01
K1,overall,51-60,2043,14.46,11.98,16.95
K2,overall,51-60,2043,7.14,6.6,7.67
K3a,overall,51-60,2043,1.98,1.86,2.09
K3b,overall,51-60,2043,0.85,0.75,0.95
K4,overall,51-60,2043,0.17,0.11,0.23
K5,overall,51-60,2043,0.11,0.05,0.16
K1,overall,61-70,2043,14.51,12.43,16.6
K2,overall,61-70,2043,12.29,11.38,13.19
K3a,overall,61-70,2043,4.73,4.61,4.85
K3b,overall,61-70,2043,3.41,3.12,3.7
K4,overall,61-70,2043,0.85,0.65,1.05
K5,overall,61-70,2043,0.66,0.36,0.97
K1,overall,71-80,2043,13.01,11.17,14.85
K2,overall,71-80,2043,17.06,15.72,18.41
K3a,overall,71-80,2043,7.4,7.3,7.51
K3b,overall,71-80,2043,7.79,7.49,8.08
K4,overall,71-80,2043,2.33,1.95,2.7
K5,overall,71-80,2043,1.74,1.04,2.44
K1,overall,80+,2043,12.07,10.17,13.97
K2,overall,80+,2043,21.82,19.73,23.91
K3a,overall,80+,2043,8.27,8.22,8.32
K3b,overall,80+,2043,10.45,10.14,10.75
K4,overall,80+,2043,3.04,2.66,3.42
K5,overall,80+,2043,1.32,0.9,1.74
K1,overall,Overall,2044,12.91,10.98,14.84
K2,overall,Overall,2044,8.61,7.97,9.25
K3a,overall,Overall,2044,2.96,2.92,3.01
K3b,overall,Overall,2044,2.69,2.58,2.8
K4,overall,Overall,2044,0.75,0.63,0.87
K5,overall,Overall,2044,0.48,0.29,0.68
K1,chn,Overall,2044,9.11,7.47,10.75
K2,chn,Overall,2044,9.08,8.19,9.97
K3a,chn,Overall,2044,4.03,4.0,4.05
K3b,chn,Overall,2044,3.69,3.55,3.83
K4,chn,Overall,2044,1.05,0.9,1.21
K5,chn,Overall,2044,0.6,0.36,0.84
K1,mal,Overall,2044,16.26,14.05,18.46
K2,mal,Overall,2044,7.36,7.03,7.69
K3a,mal,Overall,2044,1.79,1.72,1.86
K3b,mal,Overall,2044,1.87,1.78,1.96
K4,mal,Overall,2044,0.48,0.4,0.56
K5,mal,Overall,2044,0.27,0.16,0.38
K1,ind,Overall,2044,10.28,8.69,11.86
K2,ind,Overall,2044,12.32,11.1,13.55
K3a,ind,Overall,2044,4.62,4.58,4.65
K3b,ind,Overall,2044,3.27,3.21,3.34
K4,ind,Overall,2044,1.02,0.82,1.22
K5,ind,Overall,2044,0.98,0.62,1.35
K1,overall,18-30,2044,6.11,5.28,6.95
K2,overall,18-30,2044,0.6,0.54,0.65
K3a,overall,18-30,2044,0.05,0.05,0.05
K3b,overall,18-30,2044,0.0,0.0,0.0
K4,overall,18-30,2044,0.0,0.0,0.0
K5,overall,18-30,2044,0.0,0.0,0.0
K1,overall,31-40,2044,13.03,11.28,14.79
K2,overall,31-40,2044,2.1,1.97,2.23
K3a,overall,31-40,2044,0.15,0.15,0.16
K3b,overall,31-40,2044,0.01,0.02,0.01
K4,overall,31-40,2044,0.0,0.0,0.0
K5,overall,31-40,2044,0.0,0.0,0.0
K1,overall,41-50,2044,15.37,13.02,17.72
K2,overall,41-50,2044,4.44,4.15,4.73
K3a,overall,41-50,2044,0.61,0.6,0.62
K3b,overall,41-50,2044,0.14,0.11,0.16
K4,overall,41-50,2044,0.02,0.01,0.03
K5,overall,41-50,2044,0.01,0.0,0.01
K1,overall,51-60,2044,14.79,12.3,17.29
K2,overall,51-60,2044,7.4,6.84,7.96
K3a,overall,51-60,2044,2.02,1.9,2.14
K3b,overall,51-60,2044,0.87,0.77,0.98
K4,overall,51-60,2044,0.18,0.12,0.24
K5,overall,51-60,2044,0.11,0.06,0.17
K1,overall,61-70,2044,14.78,12.62,16.93
K2,overall,61-70,2044,12.52,11.62,13.42
K3a,overall,61-70,2044,4.79,4.65,4.92
K3b,overall,61-70,2044,3.41,3.14,3.68
K4,overall,61-70,2044,0.86,0.66,1.07
K5,overall,61-70,2044,0.69,0.37,1.0
K1,overall,71-80,2044,13.15,11.32,14.98
K2,overall,71-80,2044,17.18,15.78,18.58
K3a,overall,71-80,2044,7.42,7.3,7.53
K3b,overall,71-80,2044,7.82,7.53,8.11
K4,overall,71-80,2044,2.31,1.95,2.66
K5,overall,71-80,2044,1.77,1.06,2.47
K1,overall,80+,2044,12.17,10.27,14.07
K2,overall,80+,2044,22.07,20.01,24.13
K3a,overall,80+,2044,8.29,8.25,8.33
K3b,overall,80+,2044,10.46,10.18,10.75
K4,overall,80+,2044,3.04,2.64,3.44
K5,overall,80+,2044,1.33,0.88,1.78
K1,overall,Overall,2045,13.1,11.15,15.05
K2,overall,Overall,2045,8.83,8.18,9.48
K3a,overall,Overall,2045,3.01,2.96,3.05
K3b,overall,Overall,2045,2.71,2.59,2.84
K4,overall,Overall,2045,0.76,0.65,0.87
K5,overall,Overall,2045,0.5,0.3,0.69
K1,chn,Overall,2045,9.21,7.56,10.86
K2,chn,Overall,2045,9.31,8.42,10.21
K3a,chn,Overall,2045,4.08,4.05,4.11
K3b,chn,Overall,2045,3.76,3.6,3.91
K4,chn,Overall,2045,1.07,0.93,1.22
K5,chn,Overall,2045,0.61,0.37,0.85
K1,mal,Overall,2045,16.53,14.29,18.77
K2,mal,Overall,2045,7.55,7.22,7.88
K3a,mal,Overall,2045,1.82,1.76,1.88
K3b,mal,Overall,2045,1.87,1.76,1.98
K4,mal,Overall,2045,0.48,0.41,0.55
K5,mal,Overall,2045,0.28,0.17,0.4
K1,ind,Overall,2045,10.32,8.72,11.92
K2,ind,Overall,2045,12.59,11.36,13.83
K3a,ind,Overall,2045,4.67,4.65,4.69
K3b,ind,Overall,2045,3.29,3.17,3.41
K4,ind,Overall,2045,1.04,0.88,1.2
K5,ind,Overall,2045,0.99,0.63,1.36
K1,overall,18-30,2045,6.13,5.31,6.94
K2,overall,18-30,2045,0.61,0.55,0.67
K3a,overall,18-30,2045,0.05,0.05,0.05
K3b,overall,18-30,2045,0.0,0.0,0.0
K4,overall,18-30,2045,0.0,0.0,0.0
K5,overall,18-30,2045,0.0,0.0,0.0
K1,overall,31-40,2045,13.11,11.36,14.87
K2,overall,31-40,2045,2.12,1.99,2.24
K3a,overall,31-40,2045,0.15,0.15,0.16
K3b,overall,31-40,2045,0.01,0.02,0.01
K4,overall,31-40,2045,0.0,0.0,0.0
K5,overall,31-40,2045,0.0,0.0,0.0
K1,overall,41-50,2045,15.73,13.33,18.13
K2,overall,41-50,2045,4.59,4.31,4.87
K3a,overall,41-50,2045,0.64,0.62,0.66
K3b,overall,41-50,2045,0.14,0.12,0.16
K4,overall,41-50,2045,0.02,0.01,0.03
K5,overall,41-50,2045,0.01,0.01,0.01
K1,overall,51-60,2045,15.1,12.58,17.61
K2,overall,51-60,2045,7.69,7.15,8.24
K3a,overall,51-60,2045,2.04,1.93,2.16
K3b,overall,51-60,2045,0.9,0.79,1.01
K4,overall,51-60,2045,0.19,0.12,0.25
K5,overall,51-60,2045,0.12,0.07,0.17
K1,overall,61-70,2045,15.05,12.88,17.23
K2,overall,61-70,2045,12.77,11.82,13.73
K3a,overall,61-70,2045,4.79,4.67,4.91
K3b,overall,61-70,2045,3.42,3.13,3.72
K4,overall,61-70,2045,0.89,0.68,1.1
K5,overall,61-70,2045,0.71,0.4,1.02
K1,overall,71-80,2045,13.29,11.4,15.19
K2,overall,71-80,2045,17.28,15.94,18.61
K3a,overall,71-80,2045,7.47,7.36,7.57
K3b,overall,71-80,2045,7.81,7.45,8.18
K4,overall,71-80,2045,2.29,2.0,2.59
K5,overall,71-80,2045,1.81,1.09,2.52
K1,overall,80+,2045,12.23,10.33,14.13
K2,overall,80+,2045,22.44,20.32,24.56
K3a,overall,80+,2045,8.33,8.3,8.36
K3b,overall,80+,2045,10.36,10.06,10.66
K4,overall,80+,2045,3.03,2.65,3.41
K5,overall,80+,2045,1.31,0.85,1.77
K1,overall,Overall,2046,13.29,11.33,15.25
K2,overall,Overall,2046,9.04,8.37,9.7
K3a,overall,Overall,2046,3.05,3.0,3.1
K3b,overall,Overall,2046,2.76,2.63,2.88
K4,overall,Overall,2046,0.77,0.65,0.89
K5,overall,Overall,2046,0.5,0.32,0.69
K1,chn,Overall,2046,9.33,7.67,10.99
K2,chn,Overall,2046,9.51,8.6,10.43
K3a,chn,Overall,2046,4.16,4.12,4.2
K3b,chn,Overall,2046,3.85,3.69,4.0
K4,chn,Overall,2046,1.09,0.93,1.25
K5,chn,Overall,2046,0.62,0.4,0.85
K1,mal,Overall,2046,16.81,14.56,19.07
K2,mal,Overall,2046,7.75,7.41,8.09
K3a,mal,Overall,2046,1.83,1.77,1.89
K3b,mal,Overall,2046,1.88,1.77,1.99
K4,mal,Overall,2046,0.49,0.41,0.57
K5,mal,Overall,2046,0.29,0.18,0.4
K1,ind,Overall,2046,10.37,8.77,11.96
K2,ind,Overall,2046,12.85,11.61,14.1
K3a,ind,Overall,2046,4.72,4.7,4.74
K3b,ind,Overall,2046,3.33,3.21,3.46
K4,ind,Overall,2046,1.07,0.91,1.24
K5,ind,Overall,2046,1.02,0.64,1.4
K1,overall,18-30,2046,6.16,5.32,7.0
K2,overall,18-30,2046,0.63,0.56,0.69
K3a,overall,18-30,2046,0.05,0.05,0.05
K3b,overall,18-30,2046,0.0,0.0,0.0
K4,overall,18-30,2046,0.0,0.0,0.0
K5,overall,18-30,2046,0.0,0.0,0.0
K1,overall,31-40,2046,13.16,11.38,14.93
K2,overall,31-40,2046,2.12,2.0,2.23
K3a,overall,31-40,2046,0.16,0.15,0.16
K3b,overall,31-40,2046,0.01,0.02,0.01
K4,overall,31-40,2046,0.0,0.0,0.0
K5,overall,31-40,2046,0.0,0.0,0.0
K1,overall,41-50,2046,16.04,13.63,18.45
K2,overall,41-50,2046,4.74,4.47,5.02
K3a,overall,41-50,2046,0.65,0.63,0.68
K3b,overall,41-50,2046,0.15,0.12,0.17
K4,overall,41-50,2046,0.02,0.01,0.03
K5,overall,41-50,2046,0.01,0.01,0.02
K1,overall,51-60,2046,15.42,12.92,17.92
K2,overall,51-60,2046,7.94,7.37,8.5
K3a,overall,51-60,2046,2.07,1.95,2.19
K3b,overall,51-60,2046,0.93,0.81,1.04
K4,overall,51-60,2046,0.19,0.13,0.24
K5,overall,51-60,2046,0.13,0.07,0.19
K1,overall,61-70,2046,15.28,13.07,17.49
K2,overall,61-70,2046,13.02,12.04,14.01
K3a,overall,61-70,2046,4.85,4.72,4.98
K3b,overall,61-70,2046,3.48,3.19,3.76
K4,overall,61-70,2046,0.9,0.67,1.13
K5,overall,61-70,2046,0.73,0.43,1.04
K1,overall,71-80,2046,13.44,11.58,15.31
K2,overall,71-80,2046,17.53,16.2,18.86
K3a,overall,71-80,2046,7.49,7.39,7.6
K3b,overall,71-80,2046,7.82,7.45,8.2
K4,overall,71-80,2046,2.32,2.01,2.63
K5,overall,71-80,2046,1.8,1.15,2.45
K1,overall,80+,2046,12.3,10.37,14.23
K2,overall,80+,2046,22.62,20.48,24.76
K3a,overall,80+,2046,8.32,8.29,8.35
K3b,overall,80+,2046,10.43,10.13,10.73
K4,overall,80+,2046,3.06,2.66,3.45
K5,overall,80+,2046,1.28,0.83,1.74
K1,overall,Overall,2047,13.46,11.49,15.43
K2,overall,Overall,2047,9.24,8.57,9.91
K3a,overall,Overall,2047,3.09,3.04,3.13
K3b,overall,Overall,2047,2.8,2.67,2.93
K4,overall,Overall,2047,0.79,0.67,0.91
K5,overall,Overall,2047,0.52,0.33,0.71
K1,chn,Overall,2047,9.42,7.75,11.09
K2,chn,Overall,2047,9.73,8.8,10.65
K3a,chn,Overall,2047,4.23,4.2,4.27
K3b,chn,Overall,2047,3.9,3.74,4.05
K4,chn,Overall,2047,1.11,0.96,1.27
K5,chn,Overall,2047,0.65,0.42,0.88
K1,mal,Overall,2047,17.08,14.81,19.35
K2,mal,Overall,2047,7.95,7.61,8.29
K3a,mal,Overall,2047,1.83,1.77,1.9
K3b,mal,Overall,2047,1.91,1.8,2.02
K4,mal,Overall,2047,0.5,0.42,0.58
K5,mal,Overall,2047,0.3,0.18,0.41
K1,ind,Overall,2047,10.38,8.77,11.99
K2,ind,Overall,2047,13.07,11.79,14.34
K3a,ind,Overall,2047,4.81,4.83,4.78
K3b,ind,Overall,2047,3.4,3.24,3.56
K4,ind,Overall,2047,1.1,0.93,1.28
K5,ind,Overall,2047,1.04,0.66,1.42
K1,overall,18-30,2047,6.13,5.28,6.97
K2,overall,18-30,2047,0.63,0.57,0.69
K3a,overall,18-30,2047,0.05,0.05,0.05
K3b,overall,18-30,2047,0.0,0.0,0.0
K4,overall,18-30,2047,0.0,0.0,0.0
K5,overall,18-30,2047,0.0,0.0,0.0
K1,overall,31-40,2047,13.22,11.49,14.94
K2,overall,31-40,2047,2.13,2.02,2.24
K3a,overall,31-40,2047,0.16,0.15,0.17
K3b,overall,31-40,2047,0.01,0.02,0.01
K4,overall,31-40,2047,0.0,0.0,0.0
K5,overall,31-40,2047,0.0,0.0,0.0
K1,overall,41-50,2047,16.35,13.9,18.81
K2,overall,41-50,2047,4.86,4.59,5.13
K3a,overall,41-50,2047,0.67,0.64,0.7
K3b,overall,41-50,2047,0.15,0.13,0.17
K4,overall,41-50,2047,0.02,0.01,0.03
K5,overall,41-50,2047,0.01,0.0,0.02
K1,overall,51-60,2047,15.74,13.19,18.29
K2,overall,51-60,2047,8.22,7.64,8.81
K3a,overall,51-60,2047,2.14,2.03,2.25
K3b,overall,51-60,2047,0.95,0.82,1.08
K4,overall,51-60,2047,0.21,0.15,0.27
K5,overall,51-60,2047,0.14,0.08,0.2
K1,overall,61-70,2047,15.51,13.31,17.71
K2,overall,61-70,2047,13.3,12.3,14.29
K3a,overall,61-70,2047,4.91,4.79,5.04
K3b,overall,61-70,2047,3.54,3.22,3.86
K4,overall,61-70,2047,0.92,0.71,1.13
K5,overall,61-70,2047,0.77,0.45,1.1
K1,overall,71-80,2047,13.57,11.68,15.45
K2,overall,71-80,2047,17.67,16.31,19.03
K3a,overall,71-80,2047,7.49,7.42,7.55
K3b,overall,71-80,2047,7.85,7.49,8.22
K4,overall,71-80,2047,2.37,2.05,2.7
K5,overall,71-80,2047,1.83,1.18,2.48
K1,overall,80+,2047,12.37,10.48,14.26
K2,overall,80+,2047,22.93,20.81,25.05
K3a,overall,80+,2047,8.31,8.26,8.37
K3b,overall,80+,2047,10.41,10.13,10.68
K4,overall,80+,2047,3.02,2.63,3.41
K5,overall,80+,2047,1.32,0.85,1.79
K1,overall,Overall,2048,13.63,11.64,15.61
K2,overall,Overall,2048,9.46,8.78,10.13
K3a,overall,Overall,2048,3.12,3.08,3.17
K3b,overall,Overall,2048,2.84,2.71,2.97
K4,overall,Overall,2048,0.81,0.68,0.93
K5,overall,Overall,2048,0.54,0.34,0.74
K1,chn,Overall,2048,9.51,7.82,11.2
K2,chn,Overall,2048,9.94,9.01,10.88
K3a,chn,Overall,2048,4.29,4.25,4.32
K3b,chn,Overall,2048,3.99,3.83,4.15
K4,chn,Overall,2048,1.14,0.98,1.29
K5,chn,Overall,2048,0.67,0.43,0.91
K1,mal,Overall,2048,17.34,15.05,19.62
K2,mal,Overall,2048,8.16,7.82,8.51
K3a,mal,Overall,2048,1.85,1.78,1.91
K3b,mal,Overall,2048,1.92,1.82,2.03
K4,mal,Overall,2048,0.51,0.42,0.6
K5,mal,Overall,2048,0.3,0.19,0.42
K1,ind,Overall,2048,10.43,8.83,12.03
K2,ind,Overall,2048,13.25,11.96,14.54
K3a,ind,Overall,2048,4.87,4.86,4.87
K3b,ind,Overall,2048,3.45,3.31,3.59
K4,ind,Overall,2048,1.11,0.93,1.3
K5,ind,Overall,2048,1.09,0.71,1.47
K1,overall,18-30,2048,6.13,5.25,7.0
K2,overall,18-30,2048,0.63,0.57,0.68
K3a,overall,18-30,2048,0.04,0.05,0.04
K3b,overall,18-30,2048,0.0,0.0,0.0
K4,overall,18-30,2048,0.0,0.0,0.0
K5,overall,18-30,2048,0.0,0.0,0.0
K1,overall,31-40,2048,13.29,11.58,15.01
K2,overall,31-40,2048,2.16,2.03,2.28
K3a,overall,31-40,2048,0.16,0.15,0.17
K3b,overall,31-40,2048,0.01,0.02,0.01
K4,overall,31-40,2048,0.0,0.0,0.0
K5,overall,31-40,2048,0.0,0.0,0.0
K1,overall,41-50,2048,16.61,14.15,19.07
K2,overall,41-50,2048,4.98,4.66,5.3
